step,epoch,elapsed_sec,eta_sec,train_loss,lr,grad_norm,imgs_per_s,sec_per_step,true_imgs_per_s,data_wait_pct
21,1,65.98,42147.34,0.693001,1.046221455622216e-08,0.853218,167.9,0.3812,161.6,1.8
22,1,67.03,40869.07,0.693001,1.0903850335046885e-08,0.876521,171.6,0.373,161.4,1.8
23,1,68.13,39726.26,0.693006,1.134548611387161e-08,0.756563,156.4,0.4092,161.3,1.3
24,1,69.16,38645.55,0.692974,1.1787121892696333e-08,0.851738,174.1,0.3677,161.6,1.3
25,1,70.22,37664.59,0.692953,1.2228757671521059e-08,0.8293,172.9,0.3702,164.5,1.3
26,1,71.28,36759.23,0.692932,1.2670393450345784e-08,0.882579,173.1,0.3697,164.4,1.3
27,1,72.41,35959.54,0.692945,1.3112029229170509e-08,0.842334,149.9,0.427,163.4,1.3
28,1,73.47,35178.41,0.692873,1.3553665007995236e-08,0.942836,172.6,0.3708,164.6,1.3
29,1,74.53,34454.64,0.692845,1.3995300786819961e-08,0.961915,171.3,0.3737,165.1,1.2
30,1,75.6,33782.22,0.692835,1.4436936565644688e-08,0.92308,171.5,0.3732,165.1,1.3
31,1,76.68,33156.04,0.692874,1.4878572344469411e-08,0.819945,162.2,0.3946,164.5,1.3
32,1,77.71,32550.04,0.692763,1.5320208123294137e-08,1.00613,172.9,0.3702,166.1,1.3
33,1,78.78,31992.23,0.692803,1.576184390211886e-08,0.871979,172.6,0.3708,166.4,1.2
34,1,79.83,31466.21,0.692779,1.6203479680943584e-08,0.874069,172.8,0.3703,166.2,1.2
35,1,80.9,30971.39,0.692728,1.664511545976831e-08,0.918748,172.5,0.3709,166.5,1.2
36,1,81.95,30502.61,0.692787,1.7086751238593037e-08,0.84038,174.0,0.3678,166.4,1.3
37,1,83.01,30058.96,0.692724,1.7528387017417764e-08,0.855784,173.9,0.368,167.2,1.3
38,1,84.07,29639.69,0.692759,1.797002279624249e-08,0.825869,173.3,0.3693,167.6,1.3
39,1,85.13,29242.0,0.692671,1.8411658575067215e-08,0.886103,173.1,0.3698,167.6,1.3
40,1,86.25,28884.55,0.692682,1.8853294353891938e-08,0.833697,157.2,0.4072,166.7,1.4
41,1,87.37,28541.69,0.692581,1.9294930132716662e-08,0.909698,173.5,0.369,167.0,1.3
42,1,88.48,28213.29,0.692548,1.9736565911541385e-08,0.960193,152.4,0.4198,166.0,1.3
43,1,89.5,27875.49,0.692605,2.017820169036611e-08,0.863028,173.3,0.3693,166.9,1.3
44,1,90.6,27573.3,0.692515,2.0619837469190836e-08,0.902953,161.9,0.3952,166.2,1.4
45,1,91.68,27280.76,0.692566,2.106147324801556e-08,0.840667,163.1,0.3924,165.8,1.3
46,1,92.72,26988.19,0.692549,2.1503109026840286e-08,0.804823,172.8,0.3705,165.8,1.3
47,1,93.78,26713.99,0.692454,2.1944744805665013e-08,0.876336,172.7,0.3705,167.1,1.3
48,1,94.84,26451.36,0.692441,2.238638058448974e-08,0.853338,173.0,0.37,167.2,1.2
49,1,95.95,26210.68,0.692426,2.2828016363314467e-08,0.855979,168.7,0.3795,167.1,1.2
50,1,96.99,25964.98,0.692367,2.326965214213919e-08,0.883086,172.8,0.3705,167.4,1.1
51,1,98.05,25730.83,0.692255,2.3711287920963914e-08,0.933858,173.8,0.3681,167.9,1.1
52,1,99.11,25507.4,0.692396,2.415292369978864e-08,0.794288,172.4,0.3711,167.9,1.1
53,1,100.17,25290.88,0.692336,2.4594559478613367e-08,0.8291,174.2,0.3673,167.9,1.1
54,1,101.23,25083.25,0.692173,2.5036195257438094e-08,0.931355,173.4,0.3691,168.0,1.1
55,1,102.29,24884.53,0.692235,2.547783103626282e-08,0.881324,172.7,0.3705,167.9,1.2
56,1,103.35,24691.3,0.692352,2.5919466815087545e-08,0.758153,173.0,0.3699,167.9,1.1
57,1,104.42,24506.55,0.692129,2.636110259391227e-08,0.871532,172.6,0.3708,167.8,1.2
58,1,105.54,24341.81,0.69219,2.6802738372737e-08,0.83998,146.4,0.4372,166.2,1.2
59,1,106.54,24153.63,0.692073,2.7244374151561725e-08,0.887634,173.7,0.3685,166.2,1.2
60,1,107.63,23992.98,0.691996,2.768600993038645e-08,0.88359,159.3,0.4017,166.4,1.2
61,1,108.84,23862.92,0.69195,2.8127645709211172e-08,0.898632,167.8,0.3814,165.8,1.4
62,1,109.93,23711.65,0.691906,2.85692814880359e-08,0.900306,173.1,0.3698,166.9,1.4
63,1,111.01,23563.37,0.692101,2.9010917266860626e-08,0.783344,164.9,0.3882,166.5,1.3
64,1,112.06,23412.06,0.691825,2.945255304568535e-08,0.900515,172.5,0.371,167.1,1.3
65,1,113.2,23284.43,0.691679,2.989418882451007e-08,0.955343,155.0,0.4129,166.4,1.5
66,1,114.29,23150.65,0.691759,3.03358246033348e-08,0.90254,166.6,0.3842,165.9,1.6
67,1,115.45,23035.2,0.691839,3.077746038215953e-08,0.852883,135.5,0.4722,163.9,1.5
68,1,116.41,22883.09,0.691715,3.121909616098425e-08,0.899641,174.6,0.3665,163.9,1.5
69,1,117.49,22758.16,0.691866,3.1660731939808974e-08,0.819797,172.4,0.3712,163.8,1.7
70,1,118.54,22633.33,0.69169,3.21023677186337e-08,0.860869,173.3,0.3694,163.9,1.7
71,1,119.61,22512.84,0.691554,3.254400349745842e-08,0.899774,172.9,0.3702,163.9,1.6
72,1,120.67,22395.26,0.691817,3.2985639276283145e-08,0.790866,174.5,0.3669,163.9,1.7
73,1,121.73,22281.33,0.691342,3.342727505510787e-08,0.940143,173.4,0.3691,163.9,1.7
74,1,122.79,22171.02,0.691538,3.38689108339326e-08,0.858262,173.2,0.3696,164.0,1.6
75,1,123.89,22068.47,0.691526,3.431054661275733e-08,0.822711,159.3,0.4017,163.3,1.6
76,1,125.0,21971.7,0.691471,3.475218239158205e-08,0.874304,161.6,0.3961,162.7,1.6
77,1,126.04,21866.1,0.691096,3.5193818170406775e-08,0.970231,172.9,0.3701,162.7,1.6
78,1,127.13,21770.58,0.691615,3.56354539492315e-08,0.773787,174.0,0.3677,164.2,1.6
79,1,128.25,21682.64,0.691474,3.607708972805622e-08,0.796827,149.2,0.429,162.9,1.6
80,1,129.26,21578.05,0.691355,3.6518725506880946e-08,0.846202,172.9,0.3701,163.6,1.6
81,1,130.4,21497.99,0.691092,3.696036128570567e-08,0.898576,173.3,0.3694,164.1,1.5
82,1,131.46,21406.59,0.691113,3.740199706453039e-08,0.85088,174.4,0.367,164.1,1.5
83,1,132.52,21317.52,0.691277,3.7843632843355123e-08,0.812902,173.8,0.3681,164.6,1.5
84,1,133.58,21230.78,0.691211,3.828526862217985e-08,0.794597,172.7,0.3705,164.7,1.4
85,1,134.64,21145.98,0.690992,3.872690440100457e-08,0.869736,173.4,0.3691,166.0,1.2
86,1,135.73,21068.43,0.690858,3.9168540179829294e-08,0.904443,158.5,0.4037,165.7,1.1
87,1,136.77,20984.35,0.6906,3.9610175958654024e-08,0.939846,174.1,0.3676,167.9,1.2
88,1,137.83,20905.07,0.690793,4.005181173747875e-08,0.86128,173.5,0.3688,168.0,1.1
89,1,138.89,20827.15,0.691245,4.049344751630347e-08,0.742752,175.3,0.3651,168.3,1.0
90,1,139.96,20752.95,0.690891,4.0935083295128195e-08,0.830123,172.6,0.3708,168.2,1.0
91,1,141.03,20679.92,0.690945,4.137671907395292e-08,0.833879,170.9,0.3744,168.1,1.0
92,1,142.08,20606.82,0.690799,4.181835485277764e-08,0.846039,173.3,0.3694,168.1,1.0
93,1,143.14,20535.67,0.690775,4.225999063160237e-08,0.821761,173.7,0.3685,168.1,1.0
94,1,144.21,20467.21,0.690577,4.2701626410427096e-08,0.823957,172.9,0.3702,168.0,1.1
95,1,145.27,20399.32,0.690318,4.314326218925182e-08,0.879485,173.4,0.3692,168.7,1.1
96,1,146.34,20333.12,0.689728,4.358489796807655e-08,0.999962,173.5,0.3689,169.5,1.0
97,1,147.52,20284.5,0.690004,4.402653374690128e-08,0.953505,136.3,0.4697,167.1,1.1
98,1,148.69,20235.68,0.691132,4.446816952572601e-08,0.703969,133.9,0.4779,164.7,1.1
99,1,149.64,20157.44,0.690274,4.490980530455074e-08,0.835466,173.2,0.3695,166.0,1.1
100,1,150.7,20095.65,0.690245,4.535144108337546e-08,0.848605,173.2,0.3695,166.0,1.1
101,1,151.93,20057.62,0.690383,4.579307686220019e-08,0.843081,156.6,0.4086,165.0,1.2
102,1,152.99,19997.69,0.690097,4.623471264102491e-08,0.856532,173.9,0.3679,165.1,1.1
103,1,154.05,19939.34,0.689585,4.6676348419849634e-08,0.924206,172.9,0.3701,165.0,1.1
104,1,155.14,19885.94,0.689753,4.711798419867436e-08,0.9038,159.9,0.4001,164.4,1.1
105,1,156.19,19828.71,0.689301,4.755961997749908e-08,0.977619,174.9,0.3658,164.4,1.1
106,1,157.25,19773.26,0.689922,4.8001255756323805e-08,0.835747,173.7,0.3684,165.1,1.2
107,1,158.34,19723.0,0.689291,4.8442891535148535e-08,0.929051,173.3,0.3693,165.1,1.2
108,1,159.4,19669.38,0.689466,4.888452731397326e-08,0.929273,174.3,0.3672,165.1,1.2
109,1,160.45,19616.67,0.689156,4.932616309279799e-08,0.94746,174.5,0.3667,165.1,1.1
110,1,161.52,19565.41,0.689317,4.976779887162272e-08,0.86563,172.9,0.3701,165.2,1.1
111,1,162.57,19514.37,0.688782,5.020943465044744e-08,0.955243,174.2,0.3674,165.3,1.1
112,1,163.63,19464.7,0.689599,5.0651070429272166e-08,0.868987,173.6,0.3687,165.4,1.1
113,1,164.69,19415.77,0.689294,5.1092706208096896e-08,0.895949,174.3,0.3673,165.4,1.1
114,1,165.75,19367.94,0.688647,5.1534341986921626e-08,0.938059,173.7,0.3686,165.5,1.0
115,1,166.81,19321.23,0.689012,5.197597776574635e-08,0.886977,173.0,0.3699,165.7,1.0
116,1,167.87,19274.74,0.688955,5.241761354457107e-08,0.899719,174.0,0.3679,165.7,1.0
117,1,169.03,19240.75,0.688422,5.28592493233958e-08,0.941434,136.4,0.4693,165.9,0.9
118,1,170.0,19185.04,0.688523,5.330088510222053e-08,0.974755,170.7,0.3749,168.2,0.8
119,1,171.04,19139.53,0.688177,5.374252088104525e-08,0.934915,174.4,0.3669,168.3,0.8
120,1,172.1,19096.05,0.688255,5.4184156659869974e-08,0.945835,174.8,0.3661,168.3,0.8
121,1,173.2,19058.27,0.688624,5.46257924386947e-08,0.862413,174.3,0.3671,169.4,0.7
122,1,174.26,19015.93,0.6877,5.5067428217519414e-08,0.973239,174.4,0.3669,169.4,0.8
123,1,175.32,18974.93,0.688606,5.550906399634414e-08,0.845392,173.1,0.3698,169.4,0.7
124,1,176.38,18933.85,0.688525,5.595069977516887e-08,0.871141,174.4,0.367,170.2,0.8
125,1,177.44,18893.34,0.687516,5.639233555399359e-08,0.993515,174.4,0.3669,170.2,0.7
126,1,178.5,18854.11,0.688569,5.6833971332818315e-08,0.831117,172.9,0.3701,170.1,0.7
127,1,179.55,18815.09,0.688163,5.7275607111643045e-08,0.897307,172.8,0.3704,170.2,0.7
128,1,180.61,18776.52,0.686873,5.771724289046777e-08,0.999226,174.2,0.3674,170.2,0.7
129,1,181.67,18738.96,0.688146,5.81588786692925e-08,0.848501,173.9,0.368,170.1,0.7
130,1,182.73,18702.04,0.687951,5.860051444811722e-08,0.883212,173.0,0.3699,170.1,0.7
131,1,183.79,18665.44,0.687408,5.9042150226941946e-08,0.905774,173.4,0.369,170.0,0.8
132,1,184.85,18629.11,0.686946,5.948378600576667e-08,0.947696,174.6,0.3666,170.0,0.8
133,1,185.91,18593.64,0.686764,5.992542178459139e-08,0.955033,174.3,0.3672,170.1,0.8
134,1,186.97,18558.77,0.687203,6.036705756341611e-08,0.86856,173.3,0.3693,170.0,0.8
135,1,188.03,18524.69,0.686577,6.080869334224084e-08,0.956138,172.1,0.3719,169.8,0.8
136,1,189.1,18491.52,0.686446,6.125032912106556e-08,0.949325,173.7,0.3685,169.9,0.8
137,1,190.16,18457.86,0.687191,6.169196489989029e-08,0.870036,174.2,0.3674,172.2,0.8
138,1,191.22,18424.61,0.687785,6.213360067871502e-08,0.788966,174.8,0.3662,172.4,0.8
139,1,192.28,18392.24,0.686605,6.257523645753975e-08,0.894982,174.1,0.3676,172.4,0.8
140,1,193.37,18363.07,0.68586,6.301687223636448e-08,0.978613,161.4,0.3966,171.6,0.9
141,1,194.46,18333.95,0.68556,6.345850801518921e-08,1.013889,173.8,0.3683,171.6,0.9
142,1,195.52,18302.85,0.686911,6.390014379401394e-08,0.869606,173.1,0.3697,171.5,0.9
143,1,196.58,18272.48,0.685255,6.434177957283865e-08,0.986744,171.6,0.3729,171.4,0.9
144,1,197.64,18241.62,0.685544,6.478341535166339e-08,0.932054,173.6,0.3686,171.4,0.9
145,1,198.7,18211.62,0.686715,6.522505113048812e-08,0.887828,173.9,0.3681,171.3,0.9
146,1,199.76,18181.9,0.68519,6.566668690931283e-08,0.999972,173.9,0.368,171.4,0.9
147,1,200.81,18152.44,0.685895,6.610832268813756e-08,0.895148,174.9,0.3659,171.5,0.9
148,1,201.88,18123.86,0.683981,6.654995846696229e-08,1.028109,173.6,0.3687,171.4,0.9
149,1,202.94,18095.29,0.685896,6.699159424578701e-08,0.848532,174.6,0.3665,171.4,0.9
150,1,203.99,18067.08,0.684252,6.743323002461174e-08,0.983512,174.7,0.3663,171.5,0.9
151,1,205.06,18039.68,0.684765,6.787486580343646e-08,0.952057,173.4,0.3691,171.6,0.9
152,1,206.12,18012.35,0.683235,6.831650158226119e-08,1.049821,173.5,0.3689,171.5,0.9
153,1,207.18,17985.41,0.683109,6.87581373610859e-08,1.061183,173.5,0.3688,171.5,0.9
154,1,208.24,17958.53,0.682875,6.919977313991063e-08,1.071302,173.6,0.3688,171.5,0.9
155,1,209.38,17939.43,0.68442,6.964140891873535e-08,0.91475,141.9,0.4511,169.7,0.9
156,1,210.36,17906.22,0.683437,7.008304469756007e-08,0.993347,174.4,0.367,169.8,0.9
157,1,211.42,17880.42,0.684293,7.05246804763848e-08,0.942734,173.9,0.368,169.8,0.8
158,1,212.48,17854.98,0.683209,7.096631625520953e-08,0.961171,174.8,0.3662,169.8,0.9
159,1,213.54,17830.07,0.682445,7.140795203403424e-08,1.056398,173.7,0.3684,169.8,0.8
160,1,214.6,17805.0,0.682329,7.184958781285898e-08,1.035954,174.9,0.3659,170.5,0.8
161,1,215.71,17784.86,0.683334,7.22912235916837e-08,0.98193,174.8,0.3662,170.6,0.8
162,1,216.77,17760.8,0.683492,7.273285937050842e-08,0.918639,174.1,0.3676,170.6,0.8
163,1,217.84,17736.92,0.681005,7.317449514933315e-08,1.076047,174.6,0.3665,170.7,0.8
164,1,218.9,17713.53,0.6826,7.361613092815788e-08,1.004572,173.6,0.3687,170.8,0.8
165,1,219.97,17690.55,0.682008,7.40577667069826e-08,1.0032,171.2,0.3738,170.6,0.8
166,1,221.03,17667.51,0.683069,7.449940248580732e-08,0.924642,171.0,0.3744,170.4,0.8
167,1,222.08,17644.4,0.681714,7.494103826463205e-08,0.999552,173.7,0.3684,170.4,0.8
168,1,223.14,17621.8,0.682317,7.538267404345678e-08,0.940961,174.2,0.3674,170.5,0.8
169,1,224.21,17599.78,0.680336,7.58243098222815e-08,1.0515,173.0,0.3699,170.4,0.8
170,1,225.3,17579.79,0.68134,7.626594560110621e-08,0.966653,162.8,0.393,169.9,0.8
171,1,226.34,17556.54,0.679969,7.670758137993094e-08,1.054866,173.4,0.369,169.9,0.7
172,1,227.4,17534.73,0.681898,7.714921715875567e-08,0.932667,175.0,0.3657,170.0,0.7
173,1,228.46,17513.59,0.682151,7.759085293758039e-08,0.937494,173.5,0.3689,170.0,0.7
174,1,229.52,17492.28,0.679822,7.80324887164051e-08,1.024346,175.0,0.3657,170.1,0.7
175,1,230.58,17471.53,0.681312,7.847412449522982e-08,0.925808,174.2,0.3674,172.0,0.7
176,1,231.64,17450.76,0.680659,7.891576027405455e-08,0.957317,174.3,0.3672,172.0,0.7
177,1,232.7,17430.46,0.680192,7.935739605287928e-08,0.960592,173.6,0.3686,172.0,0.7
178,1,233.77,17410.39,0.679337,7.9799031831704e-08,1.006143,173.4,0.369,171.9,0.7
179,1,234.83,17390.89,0.67989,8.024066761052873e-08,0.946552,171.7,0.3728,171.8,0.7
180,1,235.9,17371.12,0.67798,8.068230338935345e-08,1.05528,174.3,0.3671,171.8,0.7
181,1,237.0,17355.04,0.680806,8.112393916817818e-08,0.977188,175.1,0.3656,171.7,0.8
182,1,238.07,17335.94,0.678737,8.15655749470029e-08,1.002761,173.0,0.3699,171.8,0.7
183,1,239.13,17316.85,0.678167,8.200721072582764e-08,1.02798,173.6,0.3687,171.7,0.7
184,1,240.2,17298.41,0.678362,8.244884650465237e-08,0.993727,171.3,0.3737,171.6,0.7
185,1,241.26,17279.68,0.677673,8.28904822834771e-08,1.062185,173.2,0.3695,171.7,0.7
186,1,242.33,17261.79,0.678439,8.333211806230183e-08,1.025492,170.5,0.3754,171.6,0.7
187,1,243.42,17245.1,0.67899,8.377375384112654e-08,0.991016,162.1,0.3949,171.0,0.7
188,1,244.46,17225.67,0.675936,8.421538961995127e-08,1.129078,173.5,0.3689,171.0,0.7
189,1,245.53,17207.62,0.678899,8.4657025398776e-08,0.966717,173.7,0.3684,171.0,0.7
190,1,246.59,17190.03,0.677292,8.509866117760073e-08,1.011778,173.1,0.3698,171.5,0.8
191,1,247.65,17172.39,0.678531,8.554029695642546e-08,0.974551,173.4,0.3691,171.5,0.8
192,1,248.72,17155.03,0.677116,8.59819327352502e-08,1.00752,173.4,0.3691,171.4,0.8
193,1,249.81,17140.13,0.674913,8.642356851407491e-08,1.110524,168.7,0.3794,171.0,0.9
194,1,250.88,17123.13,0.674956,8.686520429289963e-08,1.074467,173.4,0.3691,171.0,0.8
195,1,251.94,17106.19,0.672413,8.730684007172435e-08,1.191291,173.6,0.3687,171.0,0.8
196,1,253.0,17089.21,0.67753,8.774847585054908e-08,0.997466,175.4,0.3649,171.1,0.8
197,1,254.07,17072.84,0.676873,8.819011162937379e-08,0.952981,173.3,0.3693,171.0,0.8
198,1,255.13,17056.35,0.67336,8.863174740819852e-08,1.08714,174.6,0.3666,171.0,0.8
199,1,256.19,17040.06,0.673629,8.907338318702325e-08,1.055516,174.6,0.3666,171.2,0.8
200,1,257.26,17024.25,0.671209,8.951501896584797e-08,1.16792,172.3,0.3713,171.2,0.8
201,1,273.44,18003.27,0.674604,8.995665474467269e-08,1.01278,158.4,0.4041,170.4,0.7
202,1,274.5,17982.32,0.674512,9.03982905234974e-08,1.010753,172.2,0.3716,170.3,0.7
203,1,275.54,17960.55,0.675444,9.083992630232213e-08,1.031126,175.6,0.3644,170.5,0.7
204,1,276.6,17939.42,0.672671,9.128156208114686e-08,1.115366,176.4,0.3629,170.8,0.7
205,1,277.65,17918.44,0.673554,9.172319785997158e-08,1.024709,176.9,0.3619,171.0,0.7
206,1,278.7,17897.93,0.672464,9.216483363879631e-08,1.020863,176.6,0.3624,171.4,0.6
207,1,279.77,17878.05,0.670299,9.260646941762104e-08,1.102623,174.6,0.3666,172.0,0.6
208,1,280.83,17858.3,0.672874,9.304810519644576e-08,1.055953,174.1,0.3676,172.1,0.6
209,1,281.88,17838.28,0.672003,9.348974097527049e-08,1.040477,175.3,0.365,172.2,0.6
210,1,282.94,17818.68,0.666486,9.393137675409522e-08,1.233623,175.2,0.3653,172.4,0.5
211,1,284.0,17798.99,0.671095,9.437301253291995e-08,1.131139,177.3,0.3609,172.6,0.5
212,1,285.06,17779.85,0.673116,9.481464831174468e-08,0.93902,174.9,0.3659,172.7,0.5
213,1,286.12,17760.69,0.667753,9.525628409056941e-08,1.151234,175.7,0.3643,173.2,0.4
214,1,287.18,17741.85,0.666602,9.569791986939414e-08,1.18642,175.7,0.3642,173.3,0.4
215,1,288.24,17723.19,0.664938,9.613955564821887e-08,1.224624,174.8,0.3662,173.4,0.4
216,1,289.3,17704.86,0.669619,9.658119142704359e-08,1.054073,173.8,0.3683,173.3,0.4
217,1,290.36,17686.53,0.667108,9.70228272058683e-08,1.157223,175.0,0.3656,173.3,0.4
218,1,291.42,17668.61,0.665432,9.746446298469303e-08,1.159508,174.3,0.3672,173.3,0.4
219,1,292.49,17650.76,0.666413,9.790609876351776e-08,1.143957,174.7,0.3663,173.3,0.5
220,1,293.55,17633.19,0.667891,9.834773454234248e-08,1.149405,174.1,0.3676,173.3,0.5
221,1,294.67,17619.0,0.663817,9.878937032116721e-08,1.178937,173.9,0.3681,174.1,0.5
222,1,295.74,17601.65,0.66703,9.923100609999194e-08,1.125161,174.1,0.3677,174.1,0.6
223,1,296.8,17584.42,0.663418,9.967264187881667e-08,1.240561,173.4,0.3691,174.0,0.6
224,1,297.86,17567.09,0.662828,1.001142776576414e-07,1.194041,175.3,0.3651,173.9,0.6
225,1,298.93,17550.68,0.661834,1.0055591343646613e-07,1.208026,170.4,0.3757,173.6,0.6
226,1,300.02,17535.14,0.661723,1.0099754921529086e-07,1.22275,161.6,0.396,172.7,0.6
227,1,301.07,17517.7,0.661234,1.0143918499411558e-07,1.201192,175.4,0.365,172.7,0.7
228,1,302.13,17501.26,0.665755,1.0188082077294031e-07,1.068776,175.1,0.3654,172.7,0.7
229,1,303.21,17485.33,0.665143,1.0232245655176504e-07,1.06882,174.4,0.367,172.5,0.8
230,1,304.28,17469.39,0.662727,1.0276409233058977e-07,1.167839,173.0,0.3699,172.4,0.8
231,1,305.34,17453.37,0.662192,1.0320572810941449e-07,1.145046,173.6,0.3688,172.2,0.8
232,1,306.41,17437.36,0.66112,1.0364736388823922e-07,1.182769,174.1,0.3677,172.2,0.8
233,1,307.52,17424.15,0.661441,1.0408899966706395e-07,1.178459,155.9,0.4106,171.1,0.8
234,1,308.59,17408.71,0.660507,1.0453063544588866e-07,1.184785,165.2,0.3873,170.6,0.8
235,1,309.69,17395.33,0.661428,1.0497227122471338e-07,1.120061,154.1,0.4152,169.5,0.8
236,1,310.73,17378.42,0.663862,1.0541390700353811e-07,1.085728,173.3,0.3694,169.5,0.8
237,1,311.82,17364.55,0.661969,1.0585554278236284e-07,1.11357,162.2,0.3945,168.9,0.7
238,1,312.87,17348.69,0.658168,1.0629717856118757e-07,1.20563,169.3,0.378,168.7,0.7
239,1,313.94,17333.95,0.651091,1.0673881434001229e-07,1.352946,171.8,0.3726,168.5,0.7
240,1,315.04,17320.75,0.655555,1.0718045011883702e-07,1.235973,158.8,0.4029,167.7,0.7
241,1,316.16,17308.52,0.65645,1.0762208589766173e-07,1.292886,168.7,0.3794,167.5,0.7
242,1,317.22,17293.73,0.657531,1.0806372167648646e-07,1.21906,170.0,0.3764,167.4,0.7
243,1,318.3,17279.83,0.65457,1.0850535745531118e-07,1.273468,165.6,0.3865,166.9,0.7
244,1,319.36,17265.32,0.653811,1.089469932341359e-07,1.314791,174.1,0.3676,166.9,0.7
245,1,320.43,17251.03,0.656609,1.0938862901296062e-07,1.175109,174.3,0.3673,167.1,0.7
246,1,321.53,17238.36,0.653918,1.0983026479178535e-07,1.265865,161.0,0.3976,167.1,0.7
247,1,322.59,17224.19,0.658177,1.1027190057061008e-07,1.139743,164.0,0.3903,166.5,0.7
248,1,323.66,17209.85,0.656197,1.1071353634943479e-07,1.169839,173.1,0.3698,166.4,0.7
249,1,324.73,17196.18,0.649467,1.1115517212825952e-07,1.343639,172.1,0.372,166.3,0.7
250,1,325.79,17182.39,0.647161,1.1159680790708424e-07,1.393631,173.7,0.3685,166.4,0.7
251,1,326.86,17168.75,0.651966,1.1203844368590897e-07,1.227308,173.0,0.37,166.2,0.7
252,1,327.93,17155.39,0.641207,1.124800794647337e-07,1.526021,171.9,0.3724,166.1,0.8
253,1,329.01,17142.15,0.638829,1.1292171524355843e-07,1.631417,170.8,0.3747,166.9,0.8
254,1,330.07,17128.64,0.640696,1.1336335102238315e-07,1.507949,171.8,0.3726,167.1,0.8
255,1,331.14,17115.17,0.649581,1.1380498680120786e-07,1.228786,173.5,0.369,168.1,0.8
256,1,332.2,17101.97,0.641331,1.1424662258003258e-07,1.49388,173.4,0.369,168.1,0.8
257,1,333.27,17088.94,0.649332,1.146882583588573e-07,1.254177,173.2,0.3695,168.6,0.9
258,1,334.34,17075.82,0.649727,1.1512989413768201e-07,1.26134,173.5,0.3689,168.7,0.9
259,1,335.41,17063.03,0.643046,1.1557152991650674e-07,1.372672,172.4,0.3713,168.8,0.9
260,1,336.47,17050.19,0.647858,1.1601316569533147e-07,1.257951,173.2,0.3696,169.6,0.9
261,1,337.61,17040.96,0.645419,1.1645480147415619e-07,1.288035,172.7,0.3706,169.7,0.9
262,1,338.68,17028.17,0.629643,1.1689643725298092e-07,1.578646,172.6,0.3708,169.8,0.9
263,1,339.75,17015.68,0.642846,1.1733807303180565e-07,1.277175,172.6,0.3708,170.1,1.0
264,1,340.81,17003.06,0.643262,1.1777970881063038e-07,1.296708,173.7,0.3684,170.0,1.0
265,1,341.88,16990.91,0.638407,1.182213445894551e-07,1.380556,172.5,0.3709,169.9,1.0
266,1,342.95,16978.59,0.636111,1.1866298036827982e-07,1.393345,173.2,0.3695,170.5,1.0
267,1,344.02,16966.4,0.638599,1.1910461614710455e-07,1.309073,172.8,0.3703,171.0,1.0
268,1,345.09,16954.41,0.648871,1.195462519259293e-07,1.234473,172.8,0.3703,171.0,1.0
269,1,346.16,16942.32,0.631785,1.19987887704754e-07,1.448862,173.4,0.3691,171.1,1.0
270,1,347.22,16930.43,0.629296,1.2042952348357872e-07,1.467351,173.2,0.3696,171.1,1.0
