step,epoch,stage,elapsed_sec,eta_sec,train_loss,lr,grad_norm,imgs_per_s,sec_per_step
21,1,pretrain_chestxray14,108.77,26535.07,0.588057,4.233281493001555e-07,6.750207,677.6,0.0944
22,1,pretrain_chestxray14,108.97,25371.14,0.589236,4.3872472783825816e-07,6.516926,677.0,0.0945
23,1,pretrain_chestxray14,109.18,24308.45,0.575271,4.5412130637636084e-07,6.228161,676.3,0.0946
24,1,pretrain_chestxray14,109.38,23334.93,0.556135,4.695178849144635e-07,5.930664,656.4,0.0975
25,1,pretrain_chestxray14,109.59,22438.65,0.572414,4.849144634525661e-07,6.093348,657.5,0.0973
26,1,pretrain_chestxray14,109.81,21615.16,0.551975,5.003110419906687e-07,6.271906,549.0,0.1166
27,1,pretrain_chestxray14,110.01,20849.36,0.568435,5.157076205287713e-07,6.276985,555.7,0.1152
28,1,pretrain_chestxray14,110.2,20135.94,0.554981,5.31104199066874e-07,6.009284,625.7,0.1023
29,1,pretrain_chestxray14,110.41,19473.78,0.540794,5.465007776049766e-07,6.334607,628.4,0.1018
30,1,pretrain_chestxray14,110.61,18855.31,0.55637,5.618973561430792e-07,5.914864,648.5,0.0987
31,1,pretrain_chestxray14,110.82,18277.88,0.55116,5.772939346811819e-07,5.766969,619.9,0.1032
32,1,pretrain_chestxray14,111.01,17734.39,0.540045,5.926905132192845e-07,6.196492,676.7,0.0946
33,1,pretrain_chestxray14,111.22,17225.28,0.538732,6.080870917573871e-07,6.254312,668.1,0.0958
34,1,pretrain_chestxray14,111.42,16746.44,0.531921,6.234836702954898e-07,5.563036,644.9,0.0992
35,1,pretrain_chestxray14,111.63,16294.38,0.535422,6.388802488335924e-07,6.043862,648.8,0.0986
36,1,pretrain_chestxray14,111.83,15868.07,0.52397,6.542768273716951e-07,5.73204,623.3,0.1027
37,1,pretrain_chestxray14,112.04,15464.0,0.511373,6.696734059097978e-07,5.443981,644.0,0.0994
38,1,pretrain_chestxray14,112.24,15081.18,0.524502,6.850699844479004e-07,5.697005,653.5,0.0979
39,1,pretrain_chestxray14,112.44,14718.48,0.500893,7.00466562986003e-07,5.69978,640.7,0.0999
40,1,pretrain_chestxray14,112.65,14373.73,0.512995,7.158631415241057e-07,5.298186,637.6,0.1004
41,1,pretrain_chestxray14,112.86,14046.76,0.519018,7.312597200622083e-07,5.022689,625.6,0.1023
42,1,pretrain_chestxray14,113.06,13734.0,0.491191,7.46656298600311e-07,5.530355,646.1,0.0991
43,1,pretrain_chestxray14,113.27,13436.39,0.484747,7.620528771384138e-07,5.429679,631.3,0.1014
44,1,pretrain_chestxray14,113.47,13151.73,0.494989,7.774494556765163e-07,5.489882,655.5,0.0976
45,1,pretrain_chestxray14,113.68,12880.84,0.465263,7.928460342146191e-07,5.50162,606.7,0.1055
46,1,pretrain_chestxray14,113.87,12620.0,0.470006,8.082426127527217e-07,5.379417,655.6,0.0976
47,1,pretrain_chestxray14,114.07,12370.84,0.468715,8.236391912908243e-07,5.566496,684.3,0.0935
48,1,pretrain_chestxray14,114.28,12132.45,0.463623,8.390357698289271e-07,4.868163,672.5,0.0952
49,1,pretrain_chestxray14,114.48,11904.02,0.492045,8.544323483670297e-07,4.789812,657.0,0.0974
50,1,pretrain_chestxray14,114.69,11684.41,0.467534,8.698289269051323e-07,4.575142,655.2,0.0977
51,1,pretrain_chestxray14,114.9,11473.85,0.451187,8.852255054432351e-07,5.360542,623.3,0.1027
52,1,pretrain_chestxray14,115.09,11270.36,0.44482,9.006220839813377e-07,4.995353,658.8,0.0971
53,1,pretrain_chestxray14,115.3,11075.7,0.441263,9.160186625194402e-07,4.956278,614.8,0.1041
54,1,pretrain_chestxray14,115.5,10886.98,0.448206,9.31415241057543e-07,4.492747,659.7,0.097
55,1,pretrain_chestxray14,115.7,10705.71,0.444976,9.468118195956457e-07,4.973638,662.1,0.0967
56,1,pretrain_chestxray14,115.9,10530.73,0.429164,9.622083981337482e-07,4.304629,678.0,0.0944
57,1,pretrain_chestxray14,116.11,10362.39,0.434566,9.776049766718509e-07,4.920335,652.9,0.098
58,1,pretrain_chestxray14,116.31,10199.59,0.410612,9.930015552099535e-07,4.459244,652.6,0.0981
59,1,pretrain_chestxray14,116.51,10041.93,0.416856,1.0083981337480561e-06,4.480297,675.7,0.0947
60,1,pretrain_chestxray14,116.72,9890.08,0.421524,1.023794712286159e-06,4.19452,655.8,0.0976
61,1,pretrain_chestxray14,116.93,9743.51,0.406968,1.0391912908242616e-06,4.270965,641.0,0.0998
62,1,pretrain_chestxray14,117.13,9601.28,0.381701,1.0545878693623643e-06,5.156437,649.3,0.0986
63,1,pretrain_chestxray14,117.34,9463.29,0.386502,1.069984447900467e-06,4.500739,671.2,0.0954
64,1,pretrain_chestxray14,117.54,9330.05,0.384282,1.0853810264385695e-06,4.412708,643.3,0.0995
65,1,pretrain_chestxray14,117.75,9200.77,0.396315,1.1007776049766722e-06,3.870778,641.3,0.0998
66,1,pretrain_chestxray14,117.95,9074.83,0.371877,1.1161741835147748e-06,4.339827,677.5,0.0945
67,1,pretrain_chestxray14,118.16,8953.92,0.406391,1.1315707620528774e-06,3.874068,600.7,0.1065
68,1,pretrain_chestxray14,118.36,8835.15,0.386582,1.14696734059098e-06,3.96936,643.0,0.0995
69,1,pretrain_chestxray14,118.56,8720.5,0.366801,1.1623639191290827e-06,4.135585,628.9,0.1018
70,1,pretrain_chestxray14,118.76,8608.5,0.372632,1.1777604976671853e-06,4.126749,671.1,0.0954
71,1,pretrain_chestxray14,118.97,8500.71,0.349232,1.193157076205288e-06,3.859675,615.4,0.104
72,1,pretrain_chestxray14,119.17,8394.77,0.35265,1.2085536547433906e-06,3.83857,665.1,0.0962
73,1,pretrain_chestxray14,119.37,8292.11,0.350307,1.2239502332814932e-06,3.507015,679.2,0.0942
74,1,pretrain_chestxray14,119.58,8192.83,0.3521,1.2393468118195959e-06,3.466448,630.7,0.1015
75,1,pretrain_chestxray14,119.78,8095.5,0.363215,1.2547433903576983e-06,2.996241,650.2,0.0984
76,1,pretrain_chestxray14,119.98,8001.09,0.354979,1.2701399688958011e-06,3.132508,636.1,0.1006
77,1,pretrain_chestxray14,120.19,7908.9,0.347495,1.2855365474339038e-06,2.835756,645.3,0.0992
78,1,pretrain_chestxray14,120.39,7818.88,0.360441,1.3009331259720064e-06,2.697435,674.3,0.0949
79,1,pretrain_chestxray14,120.59,7731.57,0.32171,1.3163297045101093e-06,3.24177,655.6,0.0976
80,1,pretrain_chestxray14,120.8,7646.44,0.354405,1.331726283048212e-06,2.668561,638.8,0.1002
81,1,pretrain_chestxray14,121.0,7563.2,0.322085,1.347122861586315e-06,3.068654,674.9,0.0948
82,1,pretrain_chestxray14,121.21,7482.31,0.321083,1.3625194401244178e-06,2.974319,646.7,0.099
83,1,pretrain_chestxray14,121.41,7403.02,0.300142,1.3779160186625204e-06,3.234603,655.4,0.0977
84,1,pretrain_chestxray14,121.61,7325.59,0.348419,1.3933125972006233e-06,2.841414,666.6,0.096
85,1,pretrain_chestxray14,121.81,7250.03,0.346648,1.408709175738726e-06,2.384822,671.7,0.0953
86,1,pretrain_chestxray14,122.02,7176.31,0.276902,1.4241057542768288e-06,3.231113,666.8,0.096
87,1,pretrain_chestxray14,122.22,7104.15,0.31553,1.4395023328149316e-06,2.713197,673.9,0.095
88,1,pretrain_chestxray14,122.42,7033.79,0.299191,1.4548989113530342e-06,3.011501,662.3,0.0966
89,1,pretrain_chestxray14,122.63,6964.9,0.283454,1.470295489891137e-06,2.929311,663.7,0.0964
90,1,pretrain_chestxray14,122.83,6897.55,0.329415,1.4856920684292397e-06,2.28498,673.0,0.0951
91,1,pretrain_chestxray14,123.03,6831.76,0.306089,1.5010886469673426e-06,2.709761,663.5,0.0965
92,1,pretrain_chestxray14,123.24,6767.26,0.266161,1.5164852255054454e-06,2.610926,669.0,0.0957
93,1,pretrain_chestxray14,123.44,6704.33,0.265182,1.5318818040435482e-06,2.511472,665.9,0.0961
94,1,pretrain_chestxray14,123.64,6642.61,0.26088,1.547278382581651e-06,2.760543,670.8,0.0954
95,1,pretrain_chestxray14,123.85,6582.29,0.278664,1.5626749611197537e-06,2.784435,654.9,0.0977
96,1,pretrain_chestxray14,124.05,6523.1,0.257066,1.5780715396578564e-06,2.672071,656.1,0.0976
97,1,pretrain_chestxray14,124.26,6465.21,0.27029,1.593468118195959e-06,2.424967,648.2,0.0987
98,1,pretrain_chestxray14,124.46,6408.5,0.244838,1.6088646967340616e-06,2.41269,643.5,0.0995
99,1,pretrain_chestxray14,124.91,6365.58,0.254459,1.6242612752721643e-06,2.355895,650.1,0.0985
100,1,pretrain_chestxray14,125.12,6310.85,0.275822,1.6396578538102667e-06,2.325616,659.7,0.097
101,1,pretrain_chestxray14,125.33,6257.72,0.260176,1.6550544323483693e-06,2.413002,648.8,0.0986
102,1,pretrain_chestxray14,125.54,6205.55,0.25022,1.670451010886472e-06,2.245926,603.9,0.106
103,1,pretrain_chestxray14,125.73,6153.66,0.251399,1.6858475894245746e-06,2.131526,658.0,0.0973
104,1,pretrain_chestxray14,126.18,6114.9,0.250727,1.7012441679626772e-06,2.030972,653.9,0.0979
105,1,pretrain_chestxray14,126.38,6065.1,0.253097,1.71664074650078e-06,2.03265,669.6,0.0956
106,1,pretrain_chestxray14,126.58,6016.28,0.22658,1.7320373250388827e-06,2.117453,677.4,0.0945
107,1,pretrain_chestxray14,126.79,5968.52,0.265355,1.7474339035769853e-06,1.797445,663.8,0.0964
108,1,pretrain_chestxray14,126.99,5921.54,0.229387,1.762830482115088e-06,2.223281,673.7,0.095
109,1,pretrain_chestxray14,127.19,5875.4,0.232042,1.7782270606531906e-06,1.934195,678.7,0.0943
110,1,pretrain_chestxray14,127.4,5830.15,0.197357,1.7936236391912932e-06,2.092457,673.8,0.095
111,1,pretrain_chestxray14,127.6,5785.64,0.243518,1.8090202177293959e-06,1.751656,680.3,0.0941
112,1,pretrain_chestxray14,128.08,5754.64,0.248614,1.8244167962674985e-06,1.798874,653.3,0.098
113,1,pretrain_chestxray14,128.28,5711.45,0.264804,1.8398133748056011e-06,1.591034,676.0,0.0947
114,1,pretrain_chestxray14,129.82,5728.1,0.243047,1.8552099533437036e-06,1.841719,676.8,0.0946
115,1,pretrain_chestxray14,131.74,5760.93,0.225756,1.870606531881806e-06,1.840282,648.8,0.0986
116,1,pretrain_chestxray14,131.94,5718.9,0.234851,1.8860031104199084e-06,1.826163,653.5,0.0979
117,1,pretrain_chestxray14,132.14,5677.53,0.225449,1.9013996889580113e-06,1.962457,660.2,0.0969
118,1,pretrain_chestxray14,132.49,5643.24,0.220805,1.916796267496114e-06,2.010533,650.4,0.0984
119,1,pretrain_chestxray14,132.7,5603.42,0.236242,1.9321928460342167e-06,1.855396,630.3,0.1015
120,1,pretrain_chestxray14,132.9,5564.02,0.282292,1.9475894245723194e-06,1.75628,644.9,0.0992
121,1,pretrain_chestxray14,133.1,5525.39,0.239115,1.962986003110422e-06,1.514186,672.5,0.0952
122,1,pretrain_chestxray14,133.31,5487.37,0.186589,1.9783825816485246e-06,1.816536,670.3,0.0955
123,1,pretrain_chestxray14,133.51,5449.93,0.243995,1.9937791601866273e-06,1.525884,672.4,0.0952
124,1,pretrain_chestxray14,133.71,5413.12,0.241922,2.00917573872473e-06,1.741353,672.0,0.0952
125,1,pretrain_chestxray14,133.91,5376.86,0.211249,2.0245723172628325e-06,1.592909,676.2,0.0946
126,1,pretrain_chestxray14,134.12,5341.39,0.202448,2.039968895800935e-06,1.877412,646.0,0.0991
127,1,pretrain_chestxray14,134.32,5306.06,0.200862,2.055365474339038e-06,1.72979,686.1,0.0933
128,1,pretrain_chestxray14,134.52,5271.48,0.207758,2.0707620528771404e-06,1.512449,691.1,0.0926
129,1,pretrain_chestxray14,134.72,5237.48,0.213082,2.086158631415243e-06,1.885938,684.8,0.0935
130,1,pretrain_chestxray14,135.85,5239.53,0.169982,2.1015552099533457e-06,1.868184,668.4,0.0958
131,1,pretrain_chestxray14,137.87,5275.89,0.223363,2.1169517884914488e-06,1.908221,657.7,0.0973
132,1,pretrain_chestxray14,138.08,5242.84,0.181415,2.1323483670295514e-06,1.310306,609.6,0.105
133,1,pretrain_chestxray14,138.28,5209.95,0.227888,2.147744945567654e-06,1.297487,619.9,0.1032
134,1,pretrain_chestxray14,138.77,5188.33,0.181787,2.1631415241057567e-06,1.628488,677.2,0.0945
135,1,pretrain_chestxray14,138.97,5156.47,0.21294,2.1785381026438593e-06,1.427168,658.9,0.0971
136,1,pretrain_chestxray14,139.17,5124.85,0.223127,2.193934681181962e-06,1.970101,688.0,0.093
137,1,pretrain_chestxray14,139.38,5093.86,0.191195,2.2093312597200646e-06,2.002621,682.1,0.0938
138,1,pretrain_chestxray14,139.59,5063.53,0.166799,2.224727838258167e-06,1.437776,637.3,0.1004
139,1,pretrain_chestxray14,139.78,5033.22,0.219914,2.2401244167962703e-06,1.561515,674.1,0.0949
140,1,pretrain_chestxray14,139.99,5003.53,0.204201,2.255520995334373e-06,2.163476,670.3,0.0955
141,1,pretrain_chestxray14,140.2,4974.45,0.263346,2.2709175738724755e-06,1.742331,662.9,0.0965
142,1,pretrain_chestxray14,140.4,4945.55,0.189024,2.286314152410578e-06,1.495143,672.8,0.0951
143,1,pretrain_chestxray14,140.6,4917.14,0.192695,2.301710730948681e-06,1.544565,662.1,0.0967
144,1,pretrain_chestxray14,140.81,4889.14,0.276367,2.3171073094867834e-06,1.87761,647.5,0.0988
145,1,pretrain_chestxray14,141.01,4861.3,0.195306,2.332503888024886e-06,1.479736,680.1,0.0941
146,1,pretrain_chestxray14,142.83,4889.53,0.203666,2.3479004665629887e-06,1.371248,684.3,0.0935
147,1,pretrain_chestxray14,144.26,4903.75,0.23861,2.3632970451010913e-06,1.686832,657.5,0.0973
148,1,pretrain_chestxray14,144.46,4876.49,0.207828,2.378693623639194e-06,1.230575,656.5,0.0975
149,1,pretrain_chestxray14,144.66,4849.55,0.233231,2.3940902021772966e-06,1.520859,665.4,0.0962
150,1,pretrain_chestxray14,144.92,4824.76,0.245388,2.4094867807153992e-06,2.513682,648.2,0.0987
151,1,pretrain_chestxray14,145.12,4798.62,0.203823,2.4248833592535023e-06,1.352461,634.3,0.1009
152,1,pretrain_chestxray14,145.32,4772.7,0.22042,2.440279937791605e-06,1.605586,645.9,0.0991
153,1,pretrain_chestxray14,145.52,4747.08,0.18712,2.455676516329708e-06,1.730592,675.0,0.0948
154,1,pretrain_chestxray14,145.72,4721.84,0.171942,2.4710730948678106e-06,1.603499,685.4,0.0934
155,1,pretrain_chestxray14,145.93,4696.95,0.235814,2.4864696734059133e-06,1.779844,685.9,0.0933
156,1,pretrain_chestxray14,146.13,4672.46,0.190566,2.501866251944016e-06,1.594686,670.3,0.0955
157,1,pretrain_chestxray14,146.34,4648.31,0.202127,2.5172628304821185e-06,1.520461,660.8,0.0968
158,1,pretrain_chestxray14,146.54,4624.31,0.196274,2.532659409020221e-06,1.182652,675.0,0.0948
159,1,pretrain_chestxray14,146.74,4600.71,0.162204,2.548055987558324e-06,1.6204,665.1,0.0962
160,1,pretrain_chestxray14,146.94,4577.28,0.24802,2.5634525660964264e-06,1.403159,679.3,0.0942
161,1,pretrain_chestxray14,147.15,4554.44,0.151848,2.5788491446345286e-06,1.314101,657.4,0.0974
162,1,pretrain_chestxray14,149.26,4590.33,0.220444,2.5942457231726313e-06,1.707706,659.1,0.0971
163,1,pretrain_chestxray14,150.71,4605.37,0.158818,2.6096423017107343e-06,1.486572,660.0,0.097
164,1,pretrain_chestxray14,150.91,4582.57,0.248537,2.625038880248837e-06,1.350103,649.5,0.0985
165,1,pretrain_chestxray14,151.37,4567.79,0.142175,2.6404354587869396e-06,1.740251,641.3,0.0998
166,1,pretrain_chestxray14,151.57,4545.31,0.132905,2.6558320373250422e-06,1.763815,667.8,0.0958
167,1,pretrain_chestxray14,151.77,4523.17,0.177076,2.671228615863145e-06,1.536984,677.6,0.0945
168,1,pretrain_chestxray14,151.98,4501.4,0.194812,2.686625194401248e-06,1.938259,665.1,0.0962
169,1,pretrain_chestxray14,152.18,4479.97,0.156561,2.7020217729393506e-06,1.524193,631.3,0.1014
170,1,pretrain_chestxray14,152.38,4458.59,0.206632,2.7174183514774536e-06,2.118316,649.9,0.0985
171,1,pretrain_chestxray14,152.59,4437.58,0.155339,2.7328149300155563e-06,1.256073,646.7,0.099
172,1,pretrain_chestxray14,152.79,4416.72,0.264295,2.7482115085536593e-06,3.40085,679.0,0.0943
173,1,pretrain_chestxray14,152.99,4396.11,0.19264,2.763608087091762e-06,1.588021,682.8,0.0937
174,1,pretrain_chestxray14,153.2,4375.78,0.140429,2.7790046656298646e-06,1.203625,676.9,0.0946
175,1,pretrain_chestxray14,153.4,4355.65,0.213333,2.7944012441679676e-06,1.651238,680.6,0.094
176,1,pretrain_chestxray14,153.6,4335.79,0.12072,2.8097978227060707e-06,1.516661,669.7,0.0956
177,1,pretrain_chestxray14,153.81,4316.12,0.188248,2.8251944012441733e-06,1.586989,669.3,0.0956
178,1,pretrain_chestxray14,155.76,4345.5,0.188027,2.8405909797822764e-06,1.537221,661.7,0.0967
179,1,pretrain_chestxray14,156.88,4351.39,0.201852,2.855987558320379e-06,1.784345,656.8,0.0974
180,1,pretrain_chestxray14,157.08,4331.9,0.118733,2.8713841368584817e-06,1.804572,663.1,0.0965
181,1,pretrain_chestxray14,157.29,4312.75,0.228822,2.8867807153965843e-06,1.567843,671.1,0.0954
182,1,pretrain_chestxray14,157.49,4293.8,0.231622,2.902177293934687e-06,2.187029,650.7,0.0984
183,1,pretrain_chestxray14,157.69,4274.84,0.150173,2.9175738724727896e-06,1.857083,685.5,0.0934
184,1,pretrain_chestxray14,157.89,4256.28,0.132008,2.932970451010892e-06,1.242209,665.6,0.0962
185,1,pretrain_chestxray14,158.1,4237.82,0.17353,2.9483670295489952e-06,1.238903,671.4,0.0953
186,1,pretrain_chestxray14,158.3,4219.57,0.180673,2.963763608087098e-06,1.686901,678.4,0.0943
187,1,pretrain_chestxray14,158.5,4201.58,0.204153,2.9791601866252005e-06,1.53275,664.0,0.0964
188,1,pretrain_chestxray14,158.7,4183.69,0.140432,2.9945567651633027e-06,1.030324,675.4,0.0948
189,1,pretrain_chestxray14,158.91,4166.02,0.253286,3.0099533437014054e-06,1.257963,677.2,0.0945
190,1,pretrain_chestxray14,159.11,4148.52,0.199269,3.0253499222395084e-06,1.204475,683.2,0.0937
191,1,pretrain_chestxray14,159.31,4131.22,0.171464,3.040746500777611e-06,1.908159,682.7,0.0937
192,1,pretrain_chestxray14,159.51,4114.15,0.175894,3.056143079315714e-06,0.784564,669.9,0.0955
193,1,pretrain_chestxray14,159.72,4097.25,0.13268,3.071539657853817e-06,1.744472,667.0,0.096
194,1,pretrain_chestxray14,161.64,4124.22,0.194378,3.08693623639192e-06,1.148113,682.3,0.0938
195,1,pretrain_chestxray14,163.54,4150.69,0.139185,3.102332814930023e-06,1.4352,638.8,0.1002
196,1,pretrain_chestxray14,163.78,4134.55,0.202279,3.1177293934681255e-06,1.316066,626.8,0.1021
197,1,pretrain_chestxray14,163.98,4117.79,0.198481,3.1331259720062285e-06,2.148598,652.5,0.0981
198,1,pretrain_chestxray14,164.19,4101.51,0.207296,3.148522550544331e-06,1.457872,647.9,0.0988
199,1,pretrain_chestxray14,164.4,4085.12,0.211346,3.1639191290824342e-06,1.464803,653.5,0.0979
200,1,pretrain_chestxray14,164.6,4068.97,0.166562,3.179315707620537e-06,1.544717,648.0,0.0988
201,1,pretrain_chestxray14,164.81,4053.09,0.202107,3.1947122861586395e-06,1.621956,641.3,0.0998
202,1,pretrain_chestxray14,165.02,4037.31,0.216398,3.2101088646967417e-06,1.140239,624.9,0.1024
203,1,pretrain_chestxray14,165.22,4021.55,0.208097,3.225505443234844e-06,1.545442,648.7,0.0987
204,1,pretrain_chestxray14,165.43,4006.06,0.176809,3.240902021772946e-06,1.927227,638.6,0.1002
205,1,pretrain_chestxray14,165.63,3990.52,0.161539,3.256298600311049e-06,0.940649,675.2,0.0948
206,1,pretrain_chestxray14,165.83,3975.18,0.179143,3.271695178849152e-06,1.690647,680.4,0.0941
207,1,pretrain_chestxray14,166.04,3960.05,0.202162,3.2870917573872545e-06,1.672724,668.3,0.0958
208,1,pretrain_chestxray14,166.24,3945.04,0.213711,3.302488335925357e-06,1.694305,673.7,0.095
209,1,pretrain_chestxray14,166.44,3930.14,0.142925,3.31788491446346e-06,1.593464,675.9,0.0947
210,1,pretrain_chestxray14,167.35,3931.83,0.154617,3.3332814930015624e-06,1.050729,674.6,0.0949
211,1,pretrain_chestxray14,169.87,3971.37,0.166052,3.348678071539665e-06,1.584401,603.2,0.1061
212,1,pretrain_chestxray14,170.09,3956.96,0.18639,3.3640746500777676e-06,1.145494,652.8,0.098
213,1,pretrain_chestxray14,170.29,3942.31,0.189988,3.3794712286158703e-06,1.786923,646.8,0.099
214,1,pretrain_chestxray14,170.49,3927.64,0.124015,3.3948678071539733e-06,1.503437,681.1,0.094
215,1,pretrain_chestxray14,170.69,3913.25,0.183648,3.410264385692076e-06,1.764018,674.3,0.0949
216,1,pretrain_chestxray14,170.9,3898.96,0.193432,3.425660964230179e-06,1.18603,676.6,0.0946
217,1,pretrain_chestxray14,171.1,3884.8,0.179846,3.441057542768282e-06,1.753088,677.6,0.0945
218,1,pretrain_chestxray14,171.31,3870.93,0.243275,3.4564541213063847e-06,2.607463,631.5,0.1013
219,1,pretrain_chestxray14,171.5,3856.87,0.158831,3.4718506998444878e-06,1.028478,679.5,0.0942
220,1,pretrain_chestxray14,171.71,3843.15,0.196286,3.4872472783825904e-06,1.140453,662.9,0.0965
221,1,pretrain_chestxray14,171.91,3829.53,0.176115,3.502643856920693e-06,1.609069,675.6,0.0947
222,1,pretrain_chestxray14,172.12,3816.0,0.138813,3.518040435458796e-06,1.390388,678.6,0.0943
223,1,pretrain_chestxray14,172.32,3802.58,0.163953,3.5334370139968987e-06,1.1966,681.1,0.094
224,1,pretrain_chestxray14,172.52,3789.35,0.187279,3.5488335925350014e-06,1.6623,661.0,0.0968
225,1,pretrain_chestxray14,172.72,3776.11,0.181196,3.564230171073104e-06,1.460058,679.7,0.0942
226,1,pretrain_chestxray14,174.03,3787.1,0.28579,3.579626749611207e-06,2.3576,685.1,0.0934
227,1,pretrain_chestxray14,176.51,3823.36,0.216577,3.5950233281493093e-06,2.990514,605.2,0.1057
228,1,pretrain_chestxray14,176.73,3810.57,0.177151,3.610419906687412e-06,1.0743,668.7,0.0957
229,1,pretrain_chestxray14,176.94,3797.56,0.177758,3.625816485225515e-06,1.52881,650.6,0.0984
230,1,pretrain_chestxray14,177.14,3784.62,0.150018,3.641213063763617e-06,1.662653,654.1,0.0979
231,1,pretrain_chestxray14,177.34,3771.79,0.182921,3.6566096423017202e-06,1.873897,648.6,0.0987
232,1,pretrain_chestxray14,177.54,3759.02,0.26625,3.6720062208398233e-06,3.345974,661.0,0.0968
233,1,pretrain_chestxray14,177.75,3746.4,0.138354,3.687402799377926e-06,1.922099,662.4,0.0966
234,1,pretrain_chestxray14,177.95,3733.89,0.132639,3.7027993779160286e-06,2.559068,663.9,0.0964
235,1,pretrain_chestxray14,178.15,3721.51,0.220099,3.7181959564541316e-06,1.769755,654.5,0.0978
236,1,pretrain_chestxray14,178.36,3709.24,0.183942,3.7335925349922347e-06,1.372356,643.3,0.0995
237,1,pretrain_chestxray14,178.56,3696.95,0.179306,3.7489891135303377e-06,2.199352,671.7,0.0953
238,1,pretrain_chestxray14,178.76,3684.91,0.24036,3.7643856920684408e-06,2.629836,651.1,0.0983
239,1,pretrain_chestxray14,178.97,3672.92,0.163382,3.7797822706065434e-06,2.375677,644.8,0.0993
240,1,pretrain_chestxray14,179.17,3660.96,0.167285,3.795178849144646e-06,2.603792,665.7,0.0961
241,1,pretrain_chestxray14,179.38,3649.41,0.14177,3.8105754276827483e-06,2.620724,631.8,0.1013
242,1,pretrain_chestxray14,180.56,3657.37,0.165428,3.825972006220851e-06,1.526775,676.9,0.0945
243,1,pretrain_chestxray14,183.75,3705.91,0.195665,3.841368584758954e-06,1.6512,602.5,0.1062
244,1,pretrain_chestxray14,183.97,3694.56,0.163771,3.856765163297057e-06,2.593728,647.3,0.0989
245,1,pretrain_chestxray14,184.18,3682.86,0.169139,3.87216174183516e-06,2.258108,639.2,0.1001
246,1,pretrain_chestxray14,184.39,3671.22,0.197989,3.887558320373263e-06,2.010952,650.5,0.0984
247,1,pretrain_chestxray14,184.97,3667.21,0.21067,3.902954898911365e-06,1.990684,671.1,0.0954
248,1,pretrain_chestxray14,185.17,3655.68,0.179506,3.9183514774494675e-06,1.961815,673.6,0.095
249,1,pretrain_chestxray14,185.38,3644.28,0.211815,3.933748055987571e-06,1.824303,658.3,0.0972
250,1,pretrain_chestxray14,185.58,3632.88,0.202321,3.949144634525673e-06,1.698758,674.6,0.0949
251,1,pretrain_chestxray14,185.78,3621.67,0.17446,3.964541213063775e-06,2.2289,655.2,0.0977
252,1,pretrain_chestxray14,185.99,3610.48,0.202786,3.979937791601878e-06,1.765573,669.4,0.0956
253,1,pretrain_chestxray14,186.19,3599.38,0.155525,3.995334370139981e-06,1.546183,671.6,0.0953
254,1,pretrain_chestxray14,186.4,3588.66,0.237805,4.010730948678084e-06,2.319783,586.1,0.1092
255,1,pretrain_chestxray14,186.6,3577.56,0.248386,4.026127527216187e-06,2.373804,638.9,0.1002
