step,epoch,elapsed_sec,eta_sec,train_loss,lr,grad_norm,imgs_per_s,sec_per_step,true_imgs_per_s,data_wait_pct
40,1,66.67,4412.19,0.684096,1.2947708889842034e-07,2.484317,879.3,0.0728,852.5,0.5
41,1,66.87,4315.39,0.681939,1.324170503206551e-07,2.958855,886.5,0.0722,852.2,0.5
42,1,67.05,4222.75,0.683461,1.3535701174288988e-07,2.586189,888.0,0.0721,853.8,0.5
43,1,67.24,4134.46,0.681545,1.3829697316512464e-07,2.936952,884.4,0.0724,855.0,0.5
44,1,67.43,4050.35,0.679829,1.4123693458735941e-07,3.020698,854.8,0.0749,855.0,0.5
45,1,67.62,3969.86,0.679275,1.4417689600959418e-07,2.924909,849.8,0.0753,854.4,0.5
46,1,67.8,3892.81,0.678288,1.4711685743182895e-07,3.190984,860.0,0.0744,863.6,0.5
47,1,67.99,3819.06,0.677206,1.5005681885406375e-07,3.209267,863.8,0.0741,863.6,0.5
48,1,68.18,3748.44,0.679124,1.5299678027629852e-07,2.900916,847.6,0.0755,861.6,0.5
49,1,68.36,3680.5,0.675665,1.5593674169853332e-07,3.202543,880.5,0.0727,862.5,0.5
50,1,68.55,3615.49,0.676147,1.5887670312076809e-07,3.008457,855.5,0.0748,861.6,0.5
51,1,68.74,3552.93,0.676265,1.6181666454300286e-07,2.986596,866.5,0.0739,861.9,0.5
52,1,68.93,3492.75,0.678009,1.6475662596523763e-07,2.537364,871.1,0.0735,862.4,0.5
53,1,69.12,3434.89,0.67695,1.676965873874724e-07,2.612893,865.0,0.074,862.3,0.5
54,1,69.3,3379.12,0.680374,1.706365488097072e-07,2.335602,867.8,0.0738,862.5,0.5
55,1,69.49,3325.38,0.674486,1.7357651023194196e-07,2.733423,874.1,0.0732,862.2,0.5
56,1,69.68,3273.58,0.672049,1.7651647165417673e-07,2.938326,868.5,0.0737,862.3,0.5
57,1,69.86,3223.54,0.673564,1.794564330764115e-07,2.85011,872.7,0.0733,862.4,0.5
58,1,70.05,3175.31,0.671463,1.8239639449864627e-07,2.857569,865.5,0.0739,862.2,0.5
59,1,70.24,3128.64,0.670171,1.8533635592088104e-07,2.824638,872.2,0.0734,863.8,0.5
60,1,70.43,3083.57,0.668936,1.882763173431158e-07,2.753222,859.0,0.0745,862.8,0.5
61,1,70.62,3040.15,0.669773,1.9121627876535058e-07,2.835442,876.5,0.073,862.2,0.6
62,1,70.81,2997.91,0.665634,1.9415624018758535e-07,2.974773,870.8,0.0735,861.4,0.5
63,1,71.0,2957.1,0.666699,1.9709620160982012e-07,2.828023,850.9,0.0752,859.7,0.6
64,1,71.19,2917.51,0.664887,2.0003616303205492e-07,2.875774,854.9,0.0749,859.6,0.6
65,1,71.37,2879.03,0.664334,2.029761244542897e-07,2.575565,882.3,0.0725,861.2,0.6
66,1,71.56,2841.83,0.668754,2.0591608587652446e-07,2.39215,859.4,0.0745,861.2,0.6
67,1,71.75,2805.76,0.662772,2.0885604729875925e-07,2.676115,835.7,0.0766,859.6,0.6
68,1,71.94,2770.59,0.65923,2.1179600872099402e-07,3.051603,872.3,0.0734,860.9,0.6
69,1,72.12,2736.55,0.658944,2.147359701432288e-07,2.944237,868.3,0.0737,860.1,0.6
70,1,72.31,2703.5,0.65684,2.1767593156546354e-07,2.978888,858.9,0.0745,860.4,0.6
71,1,72.5,2671.42,0.660104,2.2061589298769828e-07,2.659449,834.0,0.0767,858.8,0.6
72,1,72.69,2640.03,0.652089,2.2355585440993305e-07,2.989208,866.8,0.0738,858.5,0.6
73,1,72.88,2609.62,0.662823,2.2649581583216785e-07,2.18802,854.7,0.0749,857.9,0.6
74,1,73.06,2579.94,0.654637,2.2943577725440262e-07,2.534602,878.5,0.0728,858.5,0.6
75,1,73.25,2551.22,0.647737,2.3237573867663739e-07,3.012793,837.6,0.0764,856.6,0.6
76,1,73.44,2523.09,0.651958,2.3531570009887213e-07,2.605898,868.6,0.0737,856.7,0.6
77,1,73.63,2495.83,0.649,2.382556615211069e-07,2.911327,847.3,0.0755,855.1,0.6
78,1,73.82,2469.23,0.653221,2.4119562294334167e-07,2.560296,837.9,0.0764,853.8,0.6
79,1,74.01,2443.26,0.645851,2.4413558436557644e-07,2.757575,853.7,0.075,852.6,0.6
80,1,74.2,2417.98,0.648755,2.470755457878112e-07,2.42134,847.4,0.0755,851.9,0.7
81,1,74.39,2393.43,0.646161,2.50015507210046e-07,2.687977,863.9,0.0741,851.4,0.7
82,1,74.58,2369.27,0.643658,2.529554686322808e-07,2.550072,871.6,0.0734,851.4,0.7
83,1,74.77,2345.79,0.64613,2.5589543005451557e-07,2.54558,850.6,0.0752,851.4,0.7
84,1,74.96,2322.74,0.650627,2.5883539147675034e-07,1.96035,874.2,0.0732,852.3,0.7
85,1,75.15,2300.39,0.638017,2.617753528989851e-07,2.590086,837.0,0.0765,850.3,0.6
86,1,75.33,2278.41,0.638781,2.647153143212199e-07,2.500636,871.5,0.0734,850.7,0.6
87,1,75.52,2256.95,0.635504,2.6765527574345465e-07,2.704075,875.4,0.0731,852.8,0.6
88,1,75.71,2235.99,0.63762,2.7059523716568947e-07,2.339406,876.9,0.073,853.0,0.6
89,1,75.9,2215.6,0.642038,2.7353519858792424e-07,2.189584,843.6,0.0759,851.9,0.6
90,1,76.09,2195.55,0.634881,2.76475160010159e-07,2.179978,863.7,0.0741,852.0,0.6
91,1,76.28,2176.2,0.634142,2.794151214323938e-07,2.323253,781.3,0.0819,849.0,0.6
92,1,76.47,2156.85,0.633033,2.823550828546286e-07,2.18417,851.6,0.0752,848.3,0.6
93,1,76.66,2138.1,0.625194,2.852950442768634e-07,2.533045,849.4,0.0753,848.0,0.6
94,1,76.84,2119.7,0.620467,2.8823500569909814e-07,2.509604,866.8,0.0738,847.4,0.7
95,1,77.03,2101.75,0.613887,2.911749671213329e-07,2.614489,860.7,0.0744,848.3,0.7
96,1,77.22,2084.14,0.629138,2.9411492854356774e-07,2.077463,858.4,0.0746,847.9,0.7
97,1,77.41,2066.89,0.618316,2.970548899658025e-07,2.259324,860.0,0.0744,848.9,0.6
98,1,77.6,2049.96,0.626107,2.999948513880373e-07,1.96978,873.1,0.0733,850.5,0.6
99,1,77.79,2033.48,0.622696,3.0293481281027205e-07,2.19092,845.1,0.0757,850.0,0.6
100,1,77.97,2017.21,0.618564,3.0587477423250687e-07,2.07478,864.1,0.0741,850.9,0.6
101,1,78.17,2001.48,0.613343,3.0881473565474164e-07,2.213634,854.1,0.0749,850.3,0.7
102,1,78.36,1985.81,0.619942,3.1175469707697646e-07,2.102704,878.4,0.0729,850.6,0.7
103,1,78.55,1970.51,0.606739,3.1469465849921123e-07,2.269432,860.5,0.0744,851.2,0.7
104,1,78.74,1955.59,0.605578,3.17634619921446e-07,2.154442,814.9,0.0785,848.2,0.6
105,1,78.92,1940.75,0.608479,3.2057458134368077e-07,2.264764,878.0,0.0729,849.7,0.7
106,1,79.11,1926.35,0.614224,3.2351454276591554e-07,1.753946,835.3,0.0766,848.0,0.7
107,1,79.31,1912.21,0.617934,3.264545041881503e-07,1.768415,824.5,0.0776,845.4,0.7
108,1,79.49,1898.26,0.601216,3.2939446561038503e-07,1.862725,853.4,0.075,844.2,0.7
109,1,79.68,1884.59,0.595628,3.3233442703261985e-07,2.210516,854.2,0.0749,844.8,0.7
110,1,79.87,1871.18,0.612651,3.352743884548547e-07,1.942713,834.0,0.0767,843.4,0.7
111,1,80.06,1857.98,0.615884,3.382143498770895e-07,1.763518,838.3,0.0763,846.6,0.7
112,1,80.25,1845.0,0.612381,3.4115431129932427e-07,1.591288,851.5,0.0752,846.6,0.7
113,1,80.44,1832.22,0.586663,3.4409427272155904e-07,2.009388,870.2,0.0735,847.6,0.7
114,1,80.62,1819.7,0.600582,3.470342341437938e-07,1.698144,863.5,0.0741,847.6,0.7
115,1,80.81,1807.43,0.603907,3.499741955660286e-07,1.792988,836.8,0.0765,846.7,0.6
116,1,81.0,1795.32,0.589829,3.5291415698826335e-07,1.815551,849.8,0.0753,846.1,0.6
117,1,81.19,1783.4,0.606456,3.558541184104981e-07,1.973764,874.3,0.0732,846.8,0.6
118,1,81.38,1771.72,0.586758,3.587940798327329e-07,1.664483,866.9,0.0738,846.3,0.7
119,1,81.57,1760.22,0.580166,3.617340412549677e-07,1.834475,862.1,0.0742,847.5,0.6
120,1,81.76,1748.93,0.587279,3.646740026772025e-07,1.698524,850.8,0.0752,846.9,0.6
121,1,81.95,1737.91,0.563299,3.676139640994373e-07,2.008424,858.7,0.0745,847.2,0.6
122,1,82.14,1726.95,0.570715,3.70553925521672e-07,1.840491,860.3,0.0744,846.4,0.6
123,1,82.33,1716.14,0.57775,3.734938869439068e-07,1.615254,872.0,0.0734,846.9,0.6
124,1,82.52,1705.57,0.567408,3.764338483661415e-07,1.711533,860.0,0.0744,849.3,0.6
125,1,82.71,1695.12,0.606841,3.793738097883762e-07,1.452583,852.6,0.0751,848.5,0.6
126,1,82.89,1684.85,0.5556,3.8231377121061094e-07,1.894111,852.6,0.0751,849.3,0.6
127,1,83.08,1674.74,0.572085,3.8525373263284576e-07,1.463027,871.9,0.0734,851.5,0.6
128,1,83.28,1664.85,0.605193,3.8819369405508053e-07,1.421541,831.3,0.077,850.3,0.6
129,1,83.47,1655.24,0.587373,3.911336554773153e-07,1.394347,740.3,0.0864,843.9,0.6
130,1,83.65,1645.41,0.558843,3.9407361689955007e-07,1.728841,842.5,0.076,843.9,0.6
131,1,83.84,1635.92,0.56038,3.9701357832178484e-07,1.477565,839.7,0.0762,843.8,0.7
132,1,84.03,1626.56,0.566738,3.999535397440196e-07,1.396514,847.2,0.0755,843.3,0.7
133,1,84.22,1617.32,0.544206,4.0289350116625443e-07,1.55366,844.4,0.0758,842.1,0.7
134,1,84.41,1608.21,0.554799,4.058334625884892e-07,1.61606,855.9,0.0748,841.5,0.7
135,1,84.6,1599.25,0.562833,4.0877342401072397e-07,1.44273,851.6,0.0752,842.0,0.7
136,1,84.79,1590.4,0.54455,4.1171338543295874e-07,1.55065,862.8,0.0742,842.7,0.7
137,1,84.98,1581.71,0.572268,4.146533468551935e-07,1.13074,850.6,0.0752,841.6,0.7
138,1,85.17,1573.2,0.569308,4.1759330827742834e-07,1.443634,817.9,0.0782,839.4,0.7
139,1,85.36,1564.65,0.56858,4.205332696996631e-07,1.488887,864.1,0.0741,839.4,0.7
140,1,85.55,1556.32,0.536202,4.234732311218978e-07,1.371833,846.3,0.0756,839.4,0.7
141,1,85.74,1548.19,0.547795,4.264131925441326e-07,1.200966,861.8,0.0743,839.6,0.7
142,1,85.93,1540.05,0.541864,4.2935315396636736e-07,1.282241,864.1,0.0741,839.7,0.7
143,1,86.12,1532.03,0.546312,4.322931153886022e-07,1.40604,870.2,0.0735,839.7,0.7
144,1,86.3,1524.11,0.526331,4.35233076810837e-07,1.463822,875.1,0.0731,840.4,0.7
145,1,86.49,1516.32,0.551716,4.381730382330718e-07,1.102317,867.5,0.0738,841.1,0.7
146,1,86.68,1508.62,0.551566,4.411129996553065e-07,1.004995,875.4,0.0731,842.1,0.7
147,1,86.87,1501.06,0.536484,4.440529610775412e-07,1.22524,863.6,0.0741,842.0,0.6
148,1,87.06,1493.63,0.567616,4.46992922499776e-07,0.983037,833.3,0.0768,842.1,0.7
149,1,87.25,1486.23,0.546116,4.4993288392201075e-07,1.086199,852.7,0.0751,848.4,0.7
150,1,87.44,1478.92,0.515658,4.528728453442455e-07,1.285051,873.6,0.0733,850.3,0.6
151,1,93.86,1576.35,0.540954,4.558128067664803e-07,1.141046,756.9,0.0846,165.5,80.5
152,1,94.07,1568.82,0.545954,4.5875276818871506e-07,1.330123,864.4,0.074,165.6,80.6
153,1,94.25,1561.05,0.543411,4.616927296109499e-07,0.96481,877.9,0.0729,165.6,80.6
154,1,94.44,1553.41,0.552784,4.6463269103318465e-07,0.89796,857.1,0.0747,165.6,80.6
155,1,94.63,1545.86,0.537217,4.6757265245541937e-07,1.167881,846.8,0.0756,165.6,80.6
156,1,94.82,1538.41,0.531143,4.7051261387765414e-07,1.187282,839.1,0.0763,165.6,80.6
157,1,95.01,1531.07,0.547843,4.734525752998889e-07,0.80384,825.8,0.0775,165.5,80.5
158,1,95.2,1523.77,0.556157,4.763925367221237e-07,1.01484,848.3,0.0754,165.6,80.6
159,1,95.39,1516.62,0.534743,4.793324981443585e-07,0.894592,850.9,0.0752,165.6,80.6
160,1,97.74,1543.63,0.562839,4.822724595665933e-07,0.812248,772.1,0.0829,129.4,84.7
161,1,97.94,1536.69,0.563985,4.852124209888281e-07,0.958093,884.4,0.0724,129.5,84.7
162,1,98.14,1529.63,0.552549,4.88152382411063e-07,1.013293,796.6,0.0803,129.4,84.7
163,1,98.32,1522.5,0.540992,4.910923438332977e-07,1.083316,847.5,0.0755,129.4,84.7
164,1,98.67,1517.95,0.531044,4.940323052555325e-07,1.139092,858.3,0.0746,127.3,84.9
165,1,98.86,1511.02,0.536285,4.969722666777672e-07,1.099843,855.8,0.0748,127.3,84.9
166,1,99.05,1504.18,0.510995,4.999122281000019e-07,1.043429,861.4,0.0743,127.3,84.9
167,1,99.23,1497.4,0.527307,5.028521895222367e-07,0.976912,871.1,0.0735,127.3,84.9
168,1,99.42,1490.76,0.506786,5.057921509444714e-07,0.96921,869.7,0.0736,127.3,84.9
169,1,99.61,1484.18,0.521786,5.087321123667061e-07,0.929024,848.5,0.0754,127.3,84.9
170,1,99.8,1477.66,0.536402,5.116720737889408e-07,0.856258,856.2,0.0747,127.3,84.9
171,1,99.99,1471.23,0.528126,5.146120352111756e-07,0.81175,843.4,0.0759,334.4,60.6
172,1,100.18,1464.9,0.555233,5.175519966334105e-07,0.623337,831.4,0.077,334.1,60.5
173,1,100.37,1458.58,0.541508,5.204919580556453e-07,1.058695,856.5,0.0747,333.9,60.5
174,1,100.56,1452.37,0.56455,5.234319194778801e-07,0.796523,843.3,0.0759,333.8,60.5
175,1,100.76,1446.31,0.492706,5.263718809001149e-07,1.043368,828.0,0.0773,333.6,60.5
176,1,100.95,1440.2,0.507352,5.293118423223496e-07,0.78684,841.6,0.076,333.7,60.5
177,1,101.13,1434.14,0.503062,5.322518037445845e-07,1.179172,870.4,0.0735,334.0,60.5
178,1,101.32,1428.19,0.510347,5.351917651668192e-07,0.969463,861.1,0.0743,334.1,60.5
179,1,101.8,1426.28,0.532757,5.381317265890539e-07,0.652141,881.0,0.0726,311.0,63.3
180,1,101.98,1420.41,0.537689,5.410716880112886e-07,0.516038,861.0,0.0743,654.2,23.3
181,1,106.84,1479.21,0.525251,5.440116494335234e-07,0.793921,725.5,0.0882,193.5,77.1
182,1,107.04,1473.25,0.507043,5.469516108557582e-07,0.893404,834.7,0.0767,193.6,77.1
183,1,107.23,1467.26,0.48246,5.498915722779929e-07,0.988339,781.4,0.0819,193.4,77.0
184,1,107.42,1461.23,0.498593,5.528315337002276e-07,0.970203,842.3,0.076,198.1,76.5
185,1,107.61,1455.35,0.532492,5.557714951224624e-07,0.574423,854.7,0.0749,198.1,76.5
186,1,107.8,1449.49,0.515946,5.587114565446972e-07,0.76017,856.1,0.0748,198.1,76.5
187,1,107.99,1443.67,0.523855,5.61651417966932e-07,0.709033,871.5,0.0734,198.1,76.5
188,1,108.17,1437.92,0.547849,5.645913793891668e-07,0.736537,861.1,0.0743,198.1,76.4
189,1,108.36,1432.22,0.49138,5.675313408114016e-07,0.677364,872.9,0.0733,198.1,76.5
190,1,111.31,1462.91,0.509686,5.704713022336364e-07,0.881889,756.2,0.0846,138.8,83.4
191,1,111.51,1457.22,0.518255,5.734112636558712e-07,0.880963,833.8,0.0768,138.8,83.4
192,1,111.7,1451.51,0.518794,5.76351225078106e-07,0.573121,849.1,0.0754,138.8,83.4
193,1,112.02,1447.53,0.498003,5.792911865003408e-07,0.655799,847.9,0.0755,136.9,83.6
194,1,112.93,1451.21,0.501123,5.822311479225755e-07,0.789318,867.1,0.0738,127.0,84.8
195,1,113.13,1445.77,0.507033,5.851711093448102e-07,0.740338,729.4,0.0877,126.9,84.8
196,1,113.31,1440.08,0.514435,5.88111070767045e-07,0.866228,850.7,0.0752,126.9,84.8
197,1,113.5,1434.57,0.525043,5.910510321892798e-07,0.454946,866.8,0.0738,126.9,84.8
198,1,113.72,1429.48,0.502937,5.939909936115146e-07,0.79988,873.4,0.0733,126.5,84.8
199,1,113.99,1425.19,0.520038,5.969309550337493e-07,0.652796,863.9,0.0741,130.2,84.4
200,1,114.23,1420.49,0.522004,5.998709164559841e-07,0.851837,880.3,0.0727,130.2,84.4
201,1,128.62,1590.77,0.495112,6.028108778782188e-07,0.78161,757.7,0.0845,246.9,70.4
202,1,128.81,1584.64,0.514748,6.057508393004537e-07,0.50031,875.4,0.0731,247.1,70.5
203,1,129.0,1578.53,0.531009,6.086908007226884e-07,0.645805,834.5,0.0767,247.4,70.6
204,1,129.19,1572.44,0.502476,6.116307621449232e-07,0.937718,845.4,0.0757,247.4,70.6
205,1,129.38,1566.45,0.491263,6.14570723567158e-07,0.730515,806.5,0.0794,247.2,70.5
206,1,129.57,1560.51,0.502799,6.175106849893928e-07,0.721291,813.3,0.0787,247.0,70.4
207,1,129.76,1554.58,0.477379,6.204506464116277e-07,0.676964,855.0,0.0749,247.0,70.4
208,1,129.94,1548.71,0.468666,6.233906078338625e-07,0.737959,867.9,0.0737,247.0,70.4
209,1,130.13,1542.92,0.49323,6.263305692560972e-07,0.750908,858.1,0.0746,246.9,70.4
210,1,130.32,1537.17,0.462895,6.292705306783319e-07,1.203034,857.4,0.0746,528.7,37.0
211,1,130.51,1531.47,0.451565,6.322104921005667e-07,0.856161,871.1,0.0735,529.4,37.1
212,1,130.7,1525.85,0.494871,6.351504535228016e-07,1.036197,857.1,0.0747,529.7,37.1
213,1,130.89,1520.26,0.49737,6.380904149450364e-07,0.655386,848.1,0.0755,559.7,33.5
214,1,131.07,1514.71,0.511252,6.410303763672711e-07,0.681236,866.2,0.0739,820.3,2.6
215,1,131.26,1509.23,0.500456,6.439703377895058e-07,0.580261,867.4,0.0738,827.7,2.6
216,1,131.45,1503.79,0.478262,6.469102992117406e-07,0.746047,862.7,0.0742,828.7,2.6
217,1,131.64,1498.41,0.491122,6.498502606339755e-07,0.679889,850.2,0.0753,827.9,2.5
218,1,131.83,1493.05,0.499748,6.527902220562103e-07,0.639128,864.9,0.074,843.7,0.6
219,1,132.02,1487.75,0.518219,6.557301834784451e-07,0.704025,869.8,0.0736,844.1,0.6
220,1,132.21,1482.51,0.487728,6.586701449006798e-07,0.78054,855.7,0.0748,842.9,0.6
221,1,132.4,1477.39,0.51225,6.616101063229145e-07,0.640688,870.7,0.0735,849.2,0.6
222,1,132.59,1472.23,0.497141,6.645500677451494e-07,0.904809,860.3,0.0744,848.5,0.6
223,1,132.78,1467.16,0.492047,6.674900291673841e-07,0.918471,824.9,0.0776,847.9,0.6
224,1,132.97,1462.1,0.469006,6.704299905896188e-07,0.636191,824.1,0.0777,846.7,0.6
225,1,133.16,1457.05,0.481139,6.733699520118536e-07,0.614803,859.7,0.0744,849.6,0.6
226,1,133.35,1452.08,0.485822,6.763099134340883e-07,0.632056,851.6,0.0752,851.7,0.6
227,1,133.54,1447.13,0.494942,6.792498748563232e-07,0.762096,867.8,0.0738,852.3,0.6
228,1,133.72,1442.21,0.50787,6.821898362785579e-07,0.752493,873.6,0.0733,852.6,0.6
229,1,133.91,1437.36,0.500316,6.851297977007926e-07,0.911826,873.9,0.0732,853.4,0.6
230,1,134.1,1432.55,0.504023,6.880697591230274e-07,0.73272,863.3,0.0741,853.8,0.6
231,1,134.29,1427.77,0.50196,6.910097205452622e-07,0.767695,854.6,0.0749,852.9,0.6
232,1,134.48,1423.04,0.516581,6.939496819674971e-07,0.734297,869.0,0.0736,853.5,0.6
233,1,134.67,1418.35,0.489616,6.968896433897319e-07,1.060004,860.1,0.0744,853.9,0.6
234,1,134.85,1413.67,0.509102,6.998296048119667e-07,0.571115,871.5,0.0734,854.4,0.6
235,1,135.05,1409.1,0.498462,7.027695662342014e-07,0.757193,817.2,0.0783,851.8,0.6
236,1,135.24,1404.52,0.539833,7.057095276564362e-07,0.624656,828.9,0.0772,849.9,0.6
237,1,135.42,1399.94,0.519913,7.086494890786709e-07,0.753472,856.6,0.0747,850.3,0.6
238,1,135.61,1395.43,0.529425,7.115894505009057e-07,0.69029,875.3,0.0731,850.8,0.6
239,1,135.8,1390.99,0.500805,7.145294119231405e-07,0.910842,839.3,0.0763,849.2,0.6
240,1,135.99,1386.55,0.513242,7.174693733453753e-07,0.693712,846.6,0.0756,848.8,0.6
241,1,136.19,1382.23,0.473568,7.204093347676102e-07,0.732152,832.3,0.0769,846.9,0.6
242,1,136.38,1377.85,0.476383,7.23349296189845e-07,0.70606,858.1,0.0746,846.7,0.6
243,1,136.57,1373.53,0.476114,7.262892576120797e-07,0.621535,839.4,0.0762,847.7,0.6
244,1,136.76,1369.24,0.500792,7.292292190343145e-07,0.757515,835.2,0.0766,847.7,0.7
245,1,136.95,1364.99,0.483689,7.321691804565492e-07,0.943981,832.7,0.0769,846.2,0.7
246,1,137.14,1360.77,0.464174,7.351091418787841e-07,0.657143,834.5,0.0767,845.1,0.7
247,1,137.32,1356.54,0.487426,7.380491033010188e-07,0.57408,874.5,0.0732,845.5,0.7
248,1,137.51,1352.4,0.470506,7.409890647232536e-07,0.81969,849.1,0.0754,844.2,0.7
249,1,137.7,1348.24,0.497701,7.439290261454884e-07,0.692866,871.8,0.0734,844.1,0.7
250,1,141.38,1378.16,0.488678,7.468689875677231e-07,0.801396,741.4,0.0863,255.7,69.7
251,1,141.58,1374.06,0.462015,7.498089489899579e-07,0.630919,795.5,0.0805,255.4,69.6
252,1,141.77,1369.91,0.497905,7.527489104121927e-07,0.907983,851.0,0.0752,255.3,69.6
253,1,141.96,1365.75,0.483306,7.556888718344275e-07,0.536509,842.2,0.076,255.3,69.6
254,1,147.24,1410.41,0.463079,7.586288332566623e-07,0.95189,745.7,0.0858,126.6,84.8
255,1,147.46,1406.39,0.491074,7.61568794678897e-07,0.817191,749.7,0.0854,126.5,84.7
256,1,147.66,1402.16,0.506234,7.645087561011319e-07,0.784376,863.5,0.0741,126.6,84.7
257,1,147.85,1397.93,0.47527,7.674487175233666e-07,0.617018,841.9,0.076,126.6,84.7
258,1,148.03,1393.7,0.485131,7.703886789456014e-07,0.715639,868.1,0.0737,126.5,84.7
259,1,148.22,1389.52,0.502857,7.733286403678362e-07,0.614174,857.3,0.0747,126.6,84.7
260,1,148.41,1385.35,0.423574,7.762686017900709e-07,0.686447,873.5,0.0733,126.6,84.8
261,1,148.61,1381.35,0.516799,7.792085632123058e-07,0.695384,848.7,0.0754,126.6,84.8
262,1,148.81,1377.35,0.46048,7.821485246345406e-07,0.77973,743.6,0.0861,126.5,84.7
263,1,148.99,1373.2,0.489289,7.850884860567753e-07,0.681663,842.8,0.0759,126.5,84.7
264,1,149.18,1369.14,0.469132,7.880284474790101e-07,0.830284,868.6,0.0737,126.5,84.7
265,1,149.37,1365.15,0.472416,7.909684089012448e-07,0.888552,861.2,0.0743,126.5,84.7
266,1,149.56,1361.18,0.420471,7.939083703234797e-07,0.776468,848.5,0.0754,126.6,84.7
267,1,149.74,1357.22,0.416237,7.968483317457145e-07,0.731098,869.4,0.0736,126.6,84.7
268,1,149.93,1353.31,0.48456,7.997882931679493e-07,0.729025,860.6,0.0744,126.6,84.7
269,1,150.12,1349.44,0.482244,8.02728254590184e-07,0.745689,842.4,0.076,126.5,84.7
270,1,150.31,1345.55,0.459317,8.056682160124189e-07,0.646022,866.1,0.0739,193.2,76.9
