step,epoch,stage,elapsed_sec,eta_sec,train_loss,lr,grad_norm,imgs_per_s,sec_per_step
19,1,pretrain_chestxray14,193.04,130462.2,0.586188,2.462674961119752e-06,10.487679,468.8,0.1365
20,1,pretrain_chestxray14,193.38,124150.86,0.554758,2.5396578538102653e-06,9.493325,467.0,0.137
21,1,pretrain_chestxray14,193.73,118442.58,0.531984,2.616640746500779e-06,9.135467,475.3,0.1347
22,1,pretrain_chestxray14,194.08,113252.35,0.517411,2.693623639191292e-06,7.888486,468.7,0.1366
23,1,pretrain_chestxray14,194.42,108513.72,0.518065,2.770606531881805e-06,8.227324,466.1,0.1373
24,1,pretrain_chestxray14,194.77,104167.59,0.496112,2.8475894245723184e-06,7.990064,472.6,0.1354
25,1,pretrain_chestxray14,195.11,100170.37,0.468632,2.9245723172628315e-06,8.172007,470.3,0.1361
26,1,pretrain_chestxray14,195.46,96482.27,0.442039,3.001555209953345e-06,9.347312,456.7,0.1401
27,1,pretrain_chestxray14,195.8,93064.01,0.418554,3.0785381026438583e-06,inf,470.7,0.136
28,1,pretrain_chestxray14,196.14,89888.29,0.432179,3.155520995334372e-06,8.082158,472.9,0.1353
29,1,pretrain_chestxray14,196.49,86937.86,0.398561,3.232503888024885e-06,7.759258,444.4,0.144
30,1,pretrain_chestxray14,196.83,84178.1,0.407405,3.3094867807153982e-06,6.726711,479.7,0.1334
31,1,pretrain_chestxray14,197.19,81603.16,0.379192,3.386469673405911e-06,5.837723,445.8,0.1436
32,1,pretrain_chestxray14,197.52,79181.14,0.348459,3.463452566096424e-06,5.541225,476.1,0.1344
33,1,pretrain_chestxray14,197.88,76913.89,0.326865,3.5404354587869373e-06,5.814852,440.7,0.1452
34,1,pretrain_chestxray14,198.22,74774.55,0.343785,3.617418351477451e-06,4.71959,450.7,0.142
35,1,pretrain_chestxray14,198.56,72758.93,0.309245,3.694401244167964e-06,4.271419,448.3,0.1427
36,1,pretrain_chestxray14,198.9,70851.7,0.2915,3.7713841368584777e-06,4.165604,475.9,0.1345
37,1,pretrain_chestxray14,199.24,69050.48,0.288317,3.848367029548992e-06,3.444381,476.0,0.1345
38,1,pretrain_chestxray14,199.59,67345.42,0.263955,3.9253499222395045e-06,3.487501,462.3,0.1384
39,1,pretrain_chestxray14,199.94,65727.56,0.265005,4.002332814930018e-06,3.085325,452.4,0.1415
40,1,pretrain_chestxray14,200.28,64189.06,0.267029,4.079315707620531e-06,3.248965,456.9,0.1401
41,1,pretrain_chestxray14,200.64,62732.8,0.293317,4.156298600311044e-06,2.884207,415.6,0.154
42,1,pretrain_chestxray14,200.97,61334.62,0.208208,4.233281493001558e-06,2.659184,467.6,0.1369
43,1,pretrain_chestxray14,201.33,60009.76,0.219346,4.310264385692071e-06,2.636691,432.2,0.1481
44,1,pretrain_chestxray14,201.66,58738.01,0.20571,4.3872472783825835e-06,2.99087,475.9,0.1345
45,1,pretrain_chestxray14,202.01,57528.19,0.176069,4.464230171073097e-06,2.516675,454.6,0.1408
46,1,pretrain_chestxray14,202.35,56367.97,0.22027,4.541213063763611e-06,2.478982,469.8,0.1362
47,1,pretrain_chestxray14,202.7,55259.18,0.15418,4.618195956454124e-06,1.934995,458.2,0.1397
48,1,pretrain_chestxray14,203.05,54196.58,0.224703,4.695178849144638e-06,1.460505,448.6,0.1427
49,1,pretrain_chestxray14,203.38,53174.65,0.269988,4.772161741835151e-06,1.752387,469.8,0.1362
50,1,pretrain_chestxray14,203.73,52195.73,0.249854,4.849144634525664e-06,1.661303,464.3,0.1378
51,1,pretrain_chestxray14,204.07,51253.76,0.206254,4.926127527216177e-06,2.014679,475.7,0.1345
52,1,pretrain_chestxray14,204.41,50348.87,0.191522,5.0031104199066905e-06,1.845553,472.4,0.1355
53,1,pretrain_chestxray14,204.76,49478.81,0.178962,5.080093312597204e-06,1.510847,467.4,0.1369
54,1,pretrain_chestxray14,205.11,48640.62,0.259975,5.157076205287718e-06,2.935663,475.1,0.1347
55,1,pretrain_chestxray14,205.45,47832.84,0.257227,5.2340590979782305e-06,2.224569,473.8,0.1351
56,1,pretrain_chestxray14,205.8,47054.35,0.219873,5.311041990668743e-06,2.296065,472.4,0.1355
57,1,pretrain_chestxray14,206.14,46302.48,0.214869,5.388024883359257e-06,1.496357,476.9,0.1342
58,1,pretrain_chestxray14,206.49,45577.19,0.196854,5.46500777604977e-06,1.860629,467.4,0.1369
59,1,pretrain_chestxray14,206.84,44876.33,0.173859,5.541990668740284e-06,1.358478,465.1,0.1376
60,1,pretrain_chestxray14,207.18,44197.84,0.198649,5.618973561430798e-06,1.337086,477.7,0.134
61,1,pretrain_chestxray14,207.53,43543.42,0.186893,5.69595645412131e-06,1.534256,478.5,0.1338
62,1,pretrain_chestxray14,207.87,42908.89,0.158272,5.772939346811823e-06,1.384688,472.9,0.1353
63,1,pretrain_chestxray14,208.21,42294.08,0.144311,5.849922239502336e-06,1.187488,481.3,0.133
64,1,pretrain_chestxray14,208.56,41699.28,0.171558,5.926905132192849e-06,1.471797,472.2,0.1355
65,1,pretrain_chestxray14,208.91,41123.49,0.19933,6.003888024883362e-06,1.444652,461.7,0.1386
66,1,pretrain_chestxray14,209.26,40563.84,0.131588,6.080870917573876e-06,1.142549,473.7,0.1351
67,1,pretrain_chestxray14,209.6,40021.81,0.242323,6.157853810264389e-06,2.085656,465.9,0.1374
68,1,pretrain_chestxray14,209.95,39495.28,0.202256,6.234836702954903e-06,1.265957,467.6,0.1369
69,1,pretrain_chestxray14,210.29,38983.54,0.158384,6.311819595645416e-06,1.054723,475.9,0.1345
70,1,pretrain_chestxray14,210.64,38487.41,0.201205,6.388802488335929e-06,1.913965,463.2,0.1382
71,1,pretrain_chestxray14,211.0,38006.34,0.150543,6.465785381026443e-06,1.223465,441.1,0.1451
72,1,pretrain_chestxray14,211.34,37536.11,0.165006,6.5427682737169565e-06,1.285823,452.3,0.1415
73,1,pretrain_chestxray14,211.68,37078.3,0.188854,6.619751166407469e-06,1.239894,470.8,0.1359
74,1,pretrain_chestxray14,212.03,36636.06,0.184476,6.696734059097982e-06,1.528186,431.8,0.1482
75,1,pretrain_chestxray14,212.39,36205.01,0.245071,6.773716951788496e-06,2.218975,423.3,0.1512
76,1,pretrain_chestxray14,212.74,35785.49,0.217526,6.850699844479008e-06,1.436885,427.6,0.1497
77,1,pretrain_chestxray14,213.08,35373.41,0.228653,6.927682737169521e-06,2.882651,468.3,0.1367
78,1,pretrain_chestxray14,213.43,34974.64,0.267021,7.004665629860035e-06,2.018366,451.8,0.1417
79,1,pretrain_chestxray14,213.77,34585.13,0.170375,7.081648522550547e-06,1.272484,451.2,0.1418
80,1,pretrain_chestxray14,214.12,34205.73,0.248035,7.15863141524106e-06,2.376684,446.9,0.1432
81,1,pretrain_chestxray14,214.48,33837.01,0.193881,7.235614307931573e-06,1.533297,446.5,0.1433
82,1,pretrain_chestxray14,214.82,33475.57,0.19571,7.312597200622086e-06,1.430875,446.7,0.1433
83,1,pretrain_chestxray14,215.16,33122.29,0.162909,7.389580093312598e-06,1.713488,454.8,0.1407
84,1,pretrain_chestxray14,215.51,32777.44,0.241749,7.466562986003112e-06,1.25272,469.4,0.1363
85,1,pretrain_chestxray14,215.85,32441.34,0.249458,7.543545878693625e-06,1.726511,469.3,0.1364
86,1,pretrain_chestxray14,216.2,32112.65,0.124114,7.6205287713841375e-06,1.9805,474.6,0.1348
87,1,pretrain_chestxray14,216.54,31791.64,0.207459,7.697511664074651e-06,1.224791,476.9,0.1342
88,1,pretrain_chestxray14,216.89,31477.99,0.197386,7.774494556765165e-06,1.345477,481.3,0.133
89,1,pretrain_chestxray14,217.23,31171.91,0.178685,7.851477449455677e-06,1.763569,474.0,0.135
90,1,pretrain_chestxray14,217.58,30872.29,0.240069,7.92846034214619e-06,1.333417,473.6,0.1351
91,1,pretrain_chestxray14,217.93,30579.35,0.224828,8.005443234836704e-06,1.375607,470.8,0.1359
92,1,pretrain_chestxray14,218.27,30292.73,0.152457,8.082426127527217e-06,1.116985,470.3,0.1361
93,1,pretrain_chestxray14,218.62,30012.02,0.154567,8.159409020217731e-06,1.456291,473.5,0.1352
94,1,pretrain_chestxray14,218.97,29737.51,0.15493,8.236391912908245e-06,1.74514,472.7,0.1354
95,1,pretrain_chestxray14,219.31,29468.85,0.171792,8.313374805598758e-06,1.51946,467.5,0.1369
96,1,pretrain_chestxray14,219.66,29205.5,0.153836,8.390357698289272e-06,1.137877,473.6,0.1351
97,1,pretrain_chestxray14,220.01,28947.9,0.171796,8.467340590979785e-06,1.679334,471.0,0.1359
98,1,pretrain_chestxray14,233.46,30401.91,0.151626,8.544323483670299e-06,1.152099,474.4,0.1349
99,1,pretrain_chestxray14,233.81,30137.71,0.151722,8.621306376360813e-06,1.110229,447.3,0.1431
100,1,pretrain_chestxray14,234.52,29924.84,0.193212,8.698289269051326e-06,1.617782,445.7,0.1436
101,1,pretrain_chestxray14,234.86,29669.61,0.167881,8.77527216174184e-06,0.913078,472.6,0.1354
102,1,pretrain_chestxray14,235.62,29471.55,0.159807,8.852255054432353e-06,1.472774,448.0,0.1429
103,1,pretrain_chestxray14,235.96,29224.86,0.172257,8.929237947122865e-06,1.50386,470.7,0.136
104,1,pretrain_chestxray14,236.31,28983.87,0.177806,9.006220839813379e-06,1.459702,470.3,0.1361
105,1,pretrain_chestxray14,236.65,28747.8,0.193431,9.083203732503892e-06,1.520643,470.1,0.1361
106,1,pretrain_chestxray14,237.01,28517.03,0.139714,9.160186625194406e-06,1.25337,438.6,0.1459
107,1,pretrain_chestxray14,237.34,28287.9,0.21609,9.237169517884918e-06,2.318842,475.7,0.1345
108,1,pretrain_chestxray14,237.69,28064.65,0.139792,9.314152410575431e-06,2.325323,470.8,0.1359
109,1,pretrain_chestxray14,238.03,27845.53,0.165513,9.391135303265943e-06,1.350868,464.0,0.1379
110,1,pretrain_chestxray14,238.38,27630.09,0.111986,9.468118195956455e-06,1.044148,465.8,0.1374
111,1,pretrain_chestxray14,238.73,27419.13,0.187474,9.545101088646969e-06,1.378912,464.8,0.1377
112,1,pretrain_chestxray14,239.07,27211.45,0.187013,9.622083981337482e-06,1.828003,470.0,0.1362
113,1,pretrain_chestxray14,239.42,27007.54,0.216201,9.699066874027996e-06,1.543942,470.6,0.136
114,1,pretrain_chestxray14,253.88,28385.21,0.195367,9.77604976671851e-06,2.878551,472.5,0.1354
115,1,pretrain_chestxray14,254.9,28249.89,0.168823,9.853032659409022e-06,1.886497,468.8,0.1365
116,1,pretrain_chestxray14,255.48,28067.95,0.18056,9.930015552099535e-06,1.146722,441.9,0.1448
117,1,pretrain_chestxray14,257.16,28008.26,0.170144,1.0006998444790049e-05,1.605731,445.6,0.1436
118,1,pretrain_chestxray14,257.78,27836.06,0.183032,1.0083981337480562e-05,2.281402,467.7,0.1368
119,1,pretrain_chestxray14,258.13,27637.0,0.188685,1.0160964230171074e-05,1.510506,470.6,0.136
120,1,pretrain_chestxray14,258.47,27441.06,0.243799,1.0237947122861588e-05,3.09799,473.4,0.1352
121,1,pretrain_chestxray14,258.82,27249.05,0.201127,1.0314930015552101e-05,1.576309,473.4,0.1352
122,1,pretrain_chestxray14,259.17,27059.38,0.138813,1.0391912908242615e-05,1.767495,478.8,0.1337
123,1,pretrain_chestxray14,259.51,26873.12,0.216616,1.0468895800933129e-05,2.005201,473.2,0.1353
124,1,pretrain_chestxray14,259.86,26689.63,0.216709,1.0545878693623642e-05,1.69546,474.1,0.135
125,1,pretrain_chestxray14,260.2,26509.04,0.168407,1.0622861586314156e-05,0.963834,479.7,0.1334
126,1,pretrain_chestxray14,260.54,26331.53,0.171359,1.069984447900467e-05,1.888408,476.1,0.1344
127,1,pretrain_chestxray14,260.89,26156.67,0.169884,1.0776827371695183e-05,1.326967,477.9,0.1339
128,1,pretrain_chestxray14,261.24,25984.79,0.163909,1.0853810264385695e-05,1.270643,475.2,0.1347
129,1,pretrain_chestxray14,261.58,25815.33,0.174992,1.093079315707621e-05,1.188382,479.4,0.1335
130,1,pretrain_chestxray14,273.53,26785.16,0.126671,1.1007776049766722e-05,1.438293,475.8,0.1345
131,1,pretrain_chestxray14,277.49,26963.48,0.191307,1.1084758942457234e-05,1.71729,444.5,0.144
132,1,pretrain_chestxray14,277.83,26789.25,0.142719,1.1161741835147748e-05,1.463998,486.4,0.1316
133,1,pretrain_chestxray14,280.01,26794.65,0.211412,1.123872472783826e-05,1.906743,447.9,0.1429
134,1,pretrain_chestxray14,280.35,26624.81,0.152266,1.1315707620528773e-05,1.442868,475.0,0.1347
135,1,pretrain_chestxray14,280.69,26457.77,0.178416,1.1392690513219285e-05,2.360511,480.3,0.1333
136,1,pretrain_chestxray14,281.04,26293.88,0.21224,1.1469673405909797e-05,3.200163,463.8,0.138
137,1,pretrain_chestxray14,281.38,26131.72,0.15706,1.154665629860031e-05,1.28238,471.2,0.1358
138,1,pretrain_chestxray14,281.73,25972.04,0.128936,1.1623639191290822e-05,1.193417,474.2,0.135
139,1,pretrain_chestxray14,282.07,25814.65,0.207876,1.1700622083981334e-05,1.664784,474.5,0.1349
140,1,pretrain_chestxray14,282.42,25659.5,0.170025,1.1777604976671846e-05,1.357251,476.0,0.1345
141,1,pretrain_chestxray14,282.77,25507.35,0.254924,1.185458786936236e-05,2.563733,466.2,0.1373
142,1,pretrain_chestxray14,283.11,25356.5,0.165003,1.1931570762052872e-05,1.264244,472.4,0.1355
143,1,pretrain_chestxray14,283.46,25208.04,0.169319,1.2008553654743385e-05,1.914429,472.2,0.1355
144,1,pretrain_chestxray14,283.81,25061.56,0.270611,1.2085536547433899e-05,2.567329,473.0,0.1353
145,1,pretrain_chestxray14,284.15,24916.88,0.17273,1.2162519440124412e-05,1.711945,476.6,0.1343
146,1,pretrain_chestxray14,296.81,25847.11,0.183228,1.2239502332814926e-05,1.010686,463.7,0.138
147,1,pretrain_chestxray14,300.63,25999.78,0.216195,1.2316485225505438e-05,1.763887,477.5,0.134
148,1,pretrain_chestxray14,300.98,25851.45,0.191708,1.2393468118195952e-05,1.515014,481.5,0.1329
149,1,pretrain_chestxray14,303.49,25889.92,0.20347,1.2470451010886465e-05,1.378055,483.1,0.1325
150,1,pretrain_chestxray14,303.83,25744.59,0.216025,1.2547433903576979e-05,1.412835,473.6,0.1351
151,1,pretrain_chestxray14,304.18,25601.06,0.166444,1.2624416796267492e-05,1.781824,475.8,0.1345
152,1,pretrain_chestxray14,304.52,25459.8,0.192137,1.2701399688958006e-05,1.480662,470.2,0.1361
153,1,pretrain_chestxray14,304.87,25319.95,0.180854,1.277838258164852e-05,2.141362,470.8,0.1359
154,1,pretrain_chestxray14,305.21,25181.92,0.160846,1.2855365474339031e-05,2.927788,473.4,0.1352
155,1,pretrain_chestxray14,305.56,25045.73,0.213276,1.2932348367029543e-05,1.203758,473.1,0.1353
156,1,pretrain_chestxray14,305.9,24911.25,0.167289,1.3009331259720057e-05,1.546311,473.6,0.1351
157,1,pretrain_chestxray14,306.24,24778.41,0.174779,1.308631415241057e-05,1.622637,474.3,0.1349
158,1,pretrain_chestxray14,306.59,24647.4,0.172412,1.3163297045101084e-05,1.314109,474.5,0.1349
159,1,pretrain_chestxray14,306.93,24518.09,0.132992,1.3240279937791596e-05,1.553653,468.0,0.1367
160,1,pretrain_chestxray14,307.28,24390.27,0.248991,1.331726283048211e-05,1.504189,468.3,0.1367
161,1,pretrain_chestxray14,307.63,24264.43,0.11457,1.3394245723172623e-05,1.036207,472.3,0.1355
162,1,pretrain_chestxray14,318.77,24986.08,0.208914,1.3471228615863138e-05,1.614635,476.3,0.1344
163,1,pretrain_chestxray14,324.49,25276.0,0.142113,1.3548211508553652e-05,1.317024,456.2,0.1403
164,1,pretrain_chestxray14,324.83,25146.58,0.245858,1.3625194401244166e-05,2.64899,459.7,0.1392
165,1,pretrain_chestxray14,325.73,25061.33,0.121663,1.370217729393468e-05,1.337453,440.3,0.1454
166,1,pretrain_chestxray14,326.06,24934.04,0.107586,1.3779160186625191e-05,1.615244,472.8,0.1354
167,1,pretrain_chestxray14,326.41,24809.04,0.155324,1.3856143079315703e-05,1.082476,473.9,0.135
168,1,pretrain_chestxray14,326.76,24685.74,0.177684,1.3933125972006218e-05,2.788579,470.6,0.136
169,1,pretrain_chestxray14,327.1,24563.79,0.132276,1.4010108864696732e-05,1.22468,467.9,0.1368
170,1,pretrain_chestxray14,327.45,24442.98,0.195128,1.4087091757387247e-05,2.100278,472.0,0.1356
171,1,pretrain_chestxray14,327.8,24323.92,0.140659,1.4164074650077759e-05,0.941759,464.0,0.1379
172,1,pretrain_chestxray14,328.14,24205.95,0.244753,1.4241057542768273e-05,2.822935,469.9,0.1362
173,1,pretrain_chestxray14,328.48,24089.34,0.171783,1.4318040435458786e-05,1.218196,475.0,0.1347
174,1,pretrain_chestxray14,328.83,23974.15,0.112198,1.43950233281493e-05,1.814576,471.9,0.1356
175,1,pretrain_chestxray14,329.17,23860.25,0.200449,1.4472006220839813e-05,1.159681,468.1,0.1367
176,1,pretrain_chestxray14,329.52,23747.93,0.101022,1.4548989113530327e-05,2.25176,460.0,0.1391
177,1,pretrain_chestxray14,329.86,23636.54,0.160523,1.4625972006220839e-05,1.684831,468.5,0.1366
178,1,pretrain_chestxray14,341.2,24309.46,0.166079,1.4702954898911353e-05,2.002588,472.4,0.1355
179,1,pretrain_chestxray14,346.89,24574.95,0.193991,1.4779937791601868e-05,2.255023,442.5,0.1446
180,1,pretrain_chestxray14,347.23,24460.28,0.094759,1.4856920684292381e-05,1.228227,471.0,0.1359
181,1,pretrain_chestxray14,347.58,24347.98,0.220155,1.4933903576982895e-05,2.022608,457.7,0.1398
182,1,pretrain_chestxray14,347.92,24235.97,0.209121,1.5010886469673409e-05,3.212729,473.4,0.1352
183,1,pretrain_chestxray14,348.27,24125.61,0.128475,1.508786936236392e-05,1.977956,472.5,0.1355
184,1,pretrain_chestxray14,348.61,24016.36,0.11055,1.5164852255054434e-05,2.840357,481.9,0.1328
185,1,pretrain_chestxray14,348.96,23908.39,0.150515,1.5241835147744946e-05,1.338462,475.8,0.1345
186,1,pretrain_chestxray14,349.3,23801.44,0.162607,1.531881804043546e-05,2.042775,475.6,0.1346
187,1,pretrain_chestxray14,349.65,23695.87,0.180297,1.5395800933125975e-05,1.978827,474.4,0.1349
188,1,pretrain_chestxray14,350.0,23591.16,0.131889,1.547278382581649e-05,1.902681,480.4,0.1332
189,1,pretrain_chestxray14,351.89,23591.23,0.245143,1.5549766718507002e-05,2.842277,473.6,0.1351
190,1,pretrain_chestxray14,352.23,23488.25,0.177729,1.5626749611197516e-05,1.604286,475.2,0.1347
191,1,pretrain_chestxray14,352.58,23386.53,0.161177,1.570373250388803e-05,1.255994,468.0,0.1368
192,1,pretrain_chestxray14,352.93,23285.7,0.160686,1.5780715396578543e-05,3.167507,472.8,0.1354
193,1,pretrain_chestxray14,353.27,23185.93,0.109037,1.5857698289269056e-05,2.608316,466.8,0.1371
194,1,pretrain_chestxray14,363.69,23744.84,0.179042,1.593468118195957e-05,1.24257,472.0,0.1356
195,1,pretrain_chestxray14,368.11,23908.42,0.109634,1.6011664074650084e-05,1.283744,445.7,0.1436
196,1,pretrain_chestxray14,368.45,23806.34,0.204407,1.6088646967340597e-05,2.537402,472.7,0.1354
197,1,pretrain_chestxray14,368.81,23706.84,0.173668,1.6165629860031107e-05,2.087256,436.9,0.1465
198,1,pretrain_chestxray14,369.82,23649.7,0.192119,1.624261275272162e-05,4.023575,480.4,0.1332
199,1,pretrain_chestxray14,370.16,23550.98,0.189192,1.6319595645412135e-05,2.23526,470.9,0.1359
200,1,pretrain_chestxray14,370.51,23453.54,0.146354,1.6396578538102648e-05,2.638511,451.3,0.1418
201,1,pretrain_chestxray14,370.86,23356.91,0.185044,1.6473561430793162e-05,1.685871,470.6,0.136
202,1,pretrain_chestxray14,371.21,23261.09,0.198129,1.6550544323483675e-05,2.77649,469.3,0.1364
203,1,pretrain_chestxray14,371.55,23166.13,0.192985,1.662752721617419e-05,2.712258,473.1,0.1353
204,1,pretrain_chestxray14,371.9,23072.16,0.161329,1.67045101088647e-05,2.092246,476.4,0.1343
205,1,pretrain_chestxray14,375.2,23161.58,0.143931,1.6781493001555213e-05,2.912262,464.4,0.1378
206,1,pretrain_chestxray14,375.54,23068.51,0.151967,1.6858475894245726e-05,1.441273,474.6,0.1348
207,1,pretrain_chestxray14,375.89,22976.4,0.186859,1.693545878693624e-05,1.198184,472.3,0.1355
208,1,pretrain_chestxray14,376.23,22885.13,0.20976,1.7012441679626754e-05,2.09235,473.2,0.1353
209,1,pretrain_chestxray14,376.58,22794.58,0.124429,1.7089424572317267e-05,1.796157,479.4,0.1335
210,1,pretrain_chestxray14,384.29,23149.18,0.123698,1.716640746500778e-05,3.66516,475.8,0.1345
211,1,pretrain_chestxray14,390.79,23427.1,0.142259,1.7243390357698294e-05,3.568397,445.4,0.1437
212,1,pretrain_chestxray14,391.14,23335.31,0.170534,1.7320373250388808e-05,2.606403,451.2,0.1418
213,1,pretrain_chestxray14,391.47,23243.93,0.171916,1.7397356143079318e-05,2.299805,474.7,0.1348
214,1,pretrain_chestxray14,392.82,23213.35,0.105188,1.747433903576983e-05,1.214508,482.1,0.1328
215,1,pretrain_chestxray14,393.17,23123.92,0.18238,1.7551321928460342e-05,2.544662,471.9,0.1356
216,1,pretrain_chestxray14,393.51,23035.18,0.170709,1.7628304821150852e-05,2.31026,473.4,0.1352
217,1,pretrain_chestxray14,393.86,22947.43,0.180448,1.7705287713841362e-05,2.728459,471.5,0.1357
218,1,pretrain_chestxray14,394.21,22860.36,0.227653,1.7782270606531876e-05,2.545692,473.6,0.1351
219,1,pretrain_chestxray14,394.55,22774.0,0.136702,1.785925349922239e-05,1.293581,474.1,0.135
220,1,pretrain_chestxray14,394.9,22688.57,0.1682,1.7936236391912903e-05,1.462185,473.4,0.1352
221,1,pretrain_chestxray14,398.45,22787.52,0.153832,1.8013219284603413e-05,1.359255,476.8,0.1342
222,1,pretrain_chestxray14,398.8,22702.72,0.131709,1.8090202177293927e-05,1.654335,474.4,0.1349
223,1,pretrain_chestxray14,399.14,22618.67,0.133577,1.816718506998444e-05,2.025999,478.2,0.1338
224,1,pretrain_chestxray14,399.49,22535.48,0.159345,1.8244167962674954e-05,2.738882,470.2,0.1361
225,1,pretrain_chestxray14,399.83,22452.77,0.162073,1.8321150855365468e-05,1.553569,478.8,0.1337
226,1,pretrain_chestxray14,406.08,22701.12,0.24746,1.839813374805598e-05,2.110013,469.3,0.1364
227,1,pretrain_chestxray14,413.03,22986.11,0.198728,1.8475116640746495e-05,2.017538,439.2,0.1457
228,1,pretrain_chestxray14,413.37,22902.05,0.157824,1.855209953343701e-05,1.846902,460.3,0.139
229,1,pretrain_chestxray14,413.71,22819.08,0.168789,1.8629082426127522e-05,1.971505,470.5,0.136
230,1,pretrain_chestxray14,414.36,22753.97,0.145079,1.8706065318818036e-05,2.285788,444.8,0.1439
231,1,pretrain_chestxray14,414.71,22672.7,0.165456,1.878304821150855e-05,2.679681,442.2,0.1447
232,1,pretrain_chestxray14,415.05,22591.46,0.245997,1.8860031104199063e-05,2.214305,480.3,0.1333
233,1,pretrain_chestxray14,415.39,22511.42,0.136724,1.8937013996889577e-05,2.976141,481.2,0.133
234,1,pretrain_chestxray14,415.74,22432.08,0.118207,1.901399688958009e-05,1.337789,479.5,0.1335
235,1,pretrain_chestxray14,417.35,22421.42,0.194359,1.9090979782270604e-05,3.465709,472.2,0.1355
236,1,pretrain_chestxray14,417.69,22343.1,0.156234,1.9167962674961117e-05,1.849546,474.5,0.1349
237,1,pretrain_chestxray14,420.82,22413.62,0.157369,1.9244945567651628e-05,1.433989,472.2,0.1355
238,1,pretrain_chestxray14,421.16,22335.87,0.211561,1.932192846034214e-05,2.858833,476.7,0.1343
239,1,pretrain_chestxray14,421.51,22258.78,0.1515,1.939891135303265e-05,1.779384,476.5,0.1343
240,1,pretrain_chestxray14,421.85,22182.42,0.14187,1.947589424572316e-05,1.724436,473.5,0.1352
241,1,pretrain_chestxray14,422.2,22106.93,0.132822,1.9552877138413675e-05,1.701952,474.5,0.1349
242,1,pretrain_chestxray14,427.59,22294.57,0.16283,1.962986003110419e-05,2.579849,473.1,0.1353
243,1,pretrain_chestxray14,436.77,22677.71,0.182764,1.9706842923794702e-05,2.522492,481.4,0.133
244,1,pretrain_chestxray14,437.11,22600.81,0.148728,1.9783825816485213e-05,2.051202,473.4,0.1352
245,1,pretrain_chestxray14,437.45,22524.41,0.144547,1.9860808709175726e-05,1.695477,478.5,0.1337
246,1,pretrain_chestxray14,437.8,22448.93,0.178508,1.993779160186624e-05,2.131076,474.9,0.1348
247,1,pretrain_chestxray14,438.15,22374.25,0.195977,2.001477449455675e-05,2.355554,451.5,0.1418
248,1,pretrain_chestxray14,438.49,22299.47,0.147681,2.009175738724726e-05,2.391437,475.5,0.1346
249,1,pretrain_chestxray14,438.84,22225.6,0.191111,2.0168740279937774e-05,1.717274,473.3,0.1352
250,1,pretrain_chestxray14,439.18,22152.29,0.177736,2.0245723172628284e-05,1.798575,478.0,0.1339
251,1,pretrain_chestxray14,439.53,22079.57,0.159653,2.0322706065318797e-05,1.798313,475.1,0.1347
252,1,pretrain_chestxray14,439.87,22007.33,0.18152,2.039968895800931e-05,1.850899,480.4,0.1332
253,1,pretrain_chestxray14,443.02,22075.47,0.132316,2.047667185069982e-05,1.806056,469.9,0.1362
254,1,pretrain_chestxray14,443.36,22003.72,0.210174,2.0553654743390335e-05,2.533628,475.5,0.1346
255,1,pretrain_chestxray14,443.7,21932.74,0.229193,2.063063763608085e-05,2.447612,473.3,0.1352
