step,epoch,stage,elapsed_sec,eta_sec,train_loss,lr,grad_norm,imgs_per_s,sec_per_step
23,1,finetune_chexpert,155.97,109169.06,0.648075,1.4779307778191279e-06,6.627181,591.6,0.1082
24,1,finetune_chexpert,156.17,104753.11,0.591027,1.5074060290286552e-06,6.163932,563.0,0.1137
25,1,finetune_chexpert,156.37,100685.01,0.567828,1.5368812802381826e-06,7.613793,576.2,0.1111
26,1,finetune_chexpert,156.58,96934.14,0.603231,1.5663565314477098e-06,5.940645,558.1,0.1147
27,1,finetune_chexpert,156.77,93454.57,0.594718,1.5958317826572373e-06,6.616337,589.2,0.1086
28,1,finetune_chexpert,156.99,90236.43,0.46532,1.6253070338667647e-06,4.519589,520.8,0.1229
29,1,finetune_chexpert,157.18,87225.1,0.469034,1.654782285076292e-06,3.367454,576.6,0.111
30,1,finetune_chexpert,157.38,84419.44,0.471844,1.6842575362858194e-06,3.677551,590.5,0.1084
31,1,finetune_chexpert,157.59,81798.74,0.604809,1.7137327874953466e-06,6.342925,561.3,0.114
32,1,finetune_chexpert,157.79,79336.8,0.477504,1.7432080387048737e-06,2.488819,586.3,0.1092
33,1,finetune_chexpert,157.99,77026.73,0.509939,1.772683289914401e-06,4.074583,583.8,0.1096
34,1,finetune_chexpert,158.19,74852.72,0.503429,1.802158541123928e-06,3.20455,576.1,0.1111
35,1,finetune_chexpert,158.4,72804.33,0.499533,1.8316337923334556e-06,2.773049,553.6,0.1156
36,1,finetune_chexpert,158.6,70865.61,0.540144,1.8611090435429832e-06,4.069737,581.1,0.1101
37,1,finetune_chexpert,158.79,69032.76,0.50524,1.8905842947525108e-06,3.364787,595.7,0.1074
38,1,finetune_chexpert,159.0,67297.47,0.577677,1.920059545962038e-06,4.718486,595.5,0.1075
39,1,finetune_chexpert,159.2,65651.85,0.526958,1.9495347971715657e-06,2.967502,585.6,0.1093
40,1,finetune_chexpert,159.41,64089.42,0.521716,1.9790100483810933e-06,3.327509,570.8,0.1121
41,1,finetune_chexpert,159.61,62604.01,0.463651,2.008485299590621e-06,2.399979,599.1,0.1068
42,1,finetune_chexpert,159.82,61187.66,0.45075,2.0379605508001485e-06,2.779969,589.7,0.1085
43,1,finetune_chexpert,160.02,59835.87,0.489885,2.0674358020096756e-06,3.682374,600.8,0.1065
44,1,finetune_chexpert,160.22,58546.88,0.465236,2.096911053219203e-06,2.066305,592.2,0.1081
45,1,finetune_chexpert,160.43,57314.51,0.572365,2.1263863044287308e-06,3.107901,584.8,0.1094
46,1,finetune_chexpert,160.63,56135.25,0.540977,2.1558615556382583e-06,2.667802,586.8,0.1091
47,1,finetune_chexpert,160.83,55006.08,0.48316,2.185336806847786e-06,2.013904,597.9,0.107
48,1,finetune_chexpert,161.03,53924.77,0.489751,2.2148120580573135e-06,2.229848,593.0,0.1079
49,1,finetune_chexpert,161.23,52887.75,0.464868,2.2442873092668407e-06,2.309821,589.1,0.1086
50,1,finetune_chexpert,161.43,51890.76,0.569883,2.2737625604763682e-06,3.352724,601.3,0.1064
51,1,finetune_chexpert,161.63,50934.04,0.471485,2.3032378116858954e-06,2.105261,596.3,0.1073
52,1,finetune_chexpert,161.85,50016.5,0.519633,2.332713062895423e-06,2.828463,548.2,0.1167
53,1,finetune_chexpert,162.04,49128.73,0.502005,2.3621883141049505e-06,1.919214,584.0,0.1096
54,1,finetune_chexpert,162.24,48276.45,0.501611,2.391663565314478e-06,2.860462,575.6,0.1112
55,1,finetune_chexpert,162.45,47456.34,0.516542,2.4211388165240053e-06,2.752533,559.5,0.1144
56,1,finetune_chexpert,162.65,46662.03,0.534422,2.450614067733533e-06,2.669031,596.2,0.1073
57,1,finetune_chexpert,162.85,45897.57,0.506115,2.48008931894306e-06,2.916344,591.8,0.1081
58,1,finetune_chexpert,163.07,45163.5,0.564539,2.509564570152587e-06,2.975254,524.3,0.1221
59,1,finetune_chexpert,163.26,44449.19,0.464887,2.5390398213621147e-06,2.034262,577.9,0.1107
60,1,finetune_chexpert,163.46,43758.18,0.440546,2.568515072571642e-06,2.52591,607.7,0.1053
61,1,finetune_chexpert,163.68,43096.67,0.508378,2.597990323781169e-06,2.781127,534.5,0.1197
62,1,finetune_chexpert,163.87,42447.71,0.502375,2.627465574990696e-06,2.788126,605.7,0.1057
63,1,finetune_chexpert,164.08,41823.9,0.557735,2.6569408262002238e-06,2.047853,579.0,0.1105
64,1,finetune_chexpert,164.28,41218.5,0.473689,2.6864160774097513e-06,2.566325,589.9,0.1085
65,1,finetune_chexpert,164.48,40631.92,0.460457,2.7158913286192785e-06,2.194203,585.9,0.1092
66,1,finetune_chexpert,164.69,40064.27,0.485337,2.745366579828806e-06,2.614469,556.5,0.115
67,1,finetune_chexpert,164.88,39510.39,0.524095,2.7748418310383332e-06,2.261158,594.3,0.1077
68,1,finetune_chexpert,165.08,38974.33,0.502197,2.8043170822478604e-06,2.778502,594.2,0.1077
69,1,finetune_chexpert,165.29,38454.11,0.51314,2.8337923334573875e-06,4.281337,589.6,0.1085
70,1,finetune_chexpert,165.49,37948.95,0.475054,2.8632675846669147e-06,1.960605,585.2,0.1094
71,1,finetune_chexpert,165.69,37457.55,0.456172,2.8927428358764423e-06,3.397893,593.2,0.1079
72,1,finetune_chexpert,165.89,36980.52,0.481544,2.92221808708597e-06,3.007625,579.7,0.1104
73,1,finetune_chexpert,166.09,36515.81,0.504858,2.951693338295497e-06,2.356012,584.4,0.1095
74,1,finetune_chexpert,166.31,36066.51,0.511612,2.9811685895050246e-06,2.236266,562.0,0.1139
75,1,finetune_chexpert,166.5,35625.17,0.512257,3.010643840714552e-06,2.251549,595.2,0.1075
76,1,finetune_chexpert,166.71,35196.77,0.507381,3.0401190919240793e-06,2.77887,596.5,0.1073
77,1,finetune_chexpert,166.91,34779.88,0.43235,3.069594343133607e-06,2.133759,589.0,0.1087
78,1,finetune_chexpert,167.11,34373.92,0.583801,3.099069594343134e-06,3.374455,574.1,0.1115
79,1,finetune_chexpert,167.32,33978.24,0.549475,3.1285448455526616e-06,2.767705,578.5,0.1106
80,1,finetune_chexpert,167.52,33591.76,0.550774,3.158020096762189e-06,2.985455,591.7,0.1082
81,1,finetune_chexpert,167.73,33217.61,0.478092,3.1874953479717163e-06,2.558309,560.3,0.1142
82,1,finetune_chexpert,167.93,32848.66,0.527556,3.216970599181244e-06,1.978131,594.6,0.1076
83,1,finetune_chexpert,168.13,32490.46,0.5208,3.246445850390771e-06,2.633487,579.5,0.1104
84,1,finetune_chexpert,168.34,32140.3,0.514828,3.2759211016002986e-06,2.281126,577.5,0.1108
85,1,finetune_chexpert,168.54,31798.47,0.517675,3.305396352809826e-06,2.629137,574.4,0.1114
86,1,finetune_chexpert,168.74,31464.31,0.503005,3.334871604019353e-06,2.631114,581.7,0.11
87,1,finetune_chexpert,168.94,31137.74,0.461185,3.3643468552288805e-06,2.92575,585.0,0.1094
88,1,finetune_chexpert,169.15,30819.33,0.492193,3.393822106438408e-06,1.914523,573.3,0.1116
89,1,finetune_chexpert,169.35,30508.46,0.551361,3.4232973576479353e-06,2.875586,549.2,0.1165
90,1,finetune_chexpert,169.55,30202.11,0.537806,3.4527726088574624e-06,2.494897,594.1,0.1077
91,1,finetune_chexpert,169.75,29904.22,0.567927,3.4822478600669896e-06,3.024316,585.4,0.1093
92,1,finetune_chexpert,169.97,29614.68,0.503846,3.511723111276517e-06,3.121077,525.3,0.1218
93,1,finetune_chexpert,170.15,29326.52,0.525263,3.5411983624860443e-06,2.910003,604.9,0.1058
94,1,finetune_chexpert,170.36,29047.73,0.522274,3.5706736136955715e-06,2.463452,588.1,0.1088
95,1,finetune_chexpert,170.57,28775.84,0.502476,3.6001488649050986e-06,2.611166,542.9,0.1179
96,1,finetune_chexpert,170.77,28507.11,0.435271,3.629624116114626e-06,2.653794,571.0,0.1121
97,1,finetune_chexpert,170.97,28244.7,0.464419,3.6590993673241538e-06,2.605989,576.2,0.1111
98,1,finetune_chexpert,171.17,27988.51,0.586839,3.688574618533681e-06,2.845399,567.1,0.1128
99,1,finetune_chexpert,171.39,27738.41,0.47993,3.7180498697432085e-06,2.523043,532.5,0.1202
100,1,finetune_chexpert,171.58,27489.77,0.482911,3.747525120952736e-06,2.199898,592.2,0.1081
101,1,finetune_chexpert,171.8,27250.79,0.482886,3.7770003721622636e-06,3.188554,553.3,0.1157
102,1,finetune_chexpert,171.99,27012.53,0.470585,3.806475623371791e-06,2.208699,588.0,0.1088
103,1,finetune_chexpert,172.19,26779.39,0.483173,3.835950874581318e-06,2.858683,604.8,0.1058
104,1,finetune_chexpert,172.39,26551.59,0.498469,3.865426125790846e-06,2.500258,595.8,0.1074
105,1,finetune_chexpert,172.59,26328.05,0.463807,3.894901377000373e-06,2.494346,591.0,0.1083
106,1,finetune_chexpert,172.8,26108.53,0.558167,3.924376628209899e-06,2.897931,597.0,0.1072
107,1,finetune_chexpert,173.0,25893.61,0.452003,3.953851879419427e-06,2.139935,593.7,0.1078
108,1,finetune_chexpert,173.2,25682.39,0.4683,3.9833271306289546e-06,2.229988,583.8,0.1096
109,1,finetune_chexpert,173.41,25474.63,0.42842,4.012802381838482e-06,2.864655,586.1,0.1092
110,1,finetune_chexpert,173.61,25270.8,0.489028,4.042277633048009e-06,3.087938,592.7,0.108
111,1,finetune_chexpert,173.81,25071.63,0.454166,4.0717528842575365e-06,2.399084,557.1,0.1149
112,1,finetune_chexpert,174.01,24873.85,0.545525,4.101228135467064e-06,3.167627,603.4,0.1061
113,1,finetune_chexpert,174.23,24683.09,0.541156,4.130703386676592e-06,3.77169,522.4,0.1225
114,1,finetune_chexpert,174.42,24491.91,0.518693,4.160178637886118e-06,4.011413,572.9,0.1117
115,1,finetune_chexpert,174.62,24306.04,0.475952,4.189653889095646e-06,1.785526,570.7,0.1121
116,1,finetune_chexpert,174.83,24123.64,0.550234,4.2191291403051735e-06,2.807437,559.4,0.1144
117,1,finetune_chexpert,175.03,23942.73,0.486231,4.248604391514701e-06,2.538149,592.7,0.108
118,1,finetune_chexpert,175.23,23765.93,0.536066,4.278079642724229e-06,3.38295,584.3,0.1095
119,1,finetune_chexpert,175.43,23591.83,0.498409,4.307554893933756e-06,2.622324,586.0,0.1092
120,1,finetune_chexpert,175.63,23420.88,0.52686,4.337030145143284e-06,2.612916,583.5,0.1097
121,1,finetune_chexpert,175.84,23253.46,0.545846,4.366505396352811e-06,2.174551,583.6,0.1097
122,1,finetune_chexpert,176.05,23088.2,0.456447,4.395980647562338e-06,2.750925,573.1,0.1117
123,1,finetune_chexpert,176.25,22924.95,0.53452,4.425455898771866e-06,3.032939,586.9,0.1091
124,1,finetune_chexpert,176.45,22764.74,0.521101,4.454931149981393e-06,3.062939,584.5,0.1095
125,1,finetune_chexpert,176.65,22607.03,0.499758,4.48440640119092e-06,3.634399,608.9,0.1051
126,1,finetune_chexpert,176.85,22452.11,0.563281,4.5138816524004476e-06,3.385434,594.3,0.1077
127,1,finetune_chexpert,177.06,22299.31,0.552866,4.543356903609974e-06,2.85349,595.5,0.1075
128,1,finetune_chexpert,177.26,22149.16,0.441542,4.572832154819502e-06,3.156288,584.0,0.1096
129,1,finetune_chexpert,177.46,22000.82,0.497401,4.6023074060290294e-06,2.151672,594.7,0.1076
130,1,finetune_chexpert,177.67,21855.54,0.450518,4.631782657238557e-06,2.234704,575.5,0.1112
131,1,finetune_chexpert,177.86,21711.68,0.55617,4.661257908448084e-06,2.546633,591.2,0.1082
132,1,finetune_chexpert,178.08,21571.78,0.488547,4.6907331596576105e-06,3.364594,532.2,0.1202
133,1,finetune_chexpert,178.27,21431.15,0.489212,4.720208410867138e-06,2.708486,594.5,0.1077
134,1,finetune_chexpert,178.47,21294.08,0.482481,4.749683662076666e-06,2.446935,595.5,0.1075
135,1,finetune_chexpert,178.68,21159.24,0.43914,4.779158913286193e-06,2.346325,581.8,0.11
136,1,finetune_chexpert,178.88,21026.17,0.473475,4.808634164495721e-06,2.044066,575.8,0.1112
137,1,finetune_chexpert,179.08,20895.23,0.479757,4.838109415705248e-06,2.411566,578.7,0.1106
138,1,finetune_chexpert,179.29,20765.92,0.533018,4.867584666914775e-06,3.28641,580.4,0.1103
139,1,finetune_chexpert,179.49,20638.43,0.497257,4.897059918124303e-06,2.36373,583.5,0.1097
140,1,finetune_chexpert,179.69,20512.73,0.437549,4.926535169333829e-06,2.352627,592.9,0.108
141,1,finetune_chexpert,179.9,20389.43,0.484737,4.956010420543357e-06,2.205704,610.8,0.1048
142,1,finetune_chexpert,180.1,20268.02,0.508424,4.9854856717528846e-06,2.726923,574.2,0.1115
143,1,finetune_chexpert,180.3,20147.19,0.491429,5.014960922962412e-06,2.13975,606.7,0.1055
144,1,finetune_chexpert,180.51,20028.68,0.505853,5.044436174171939e-06,2.1959,589.8,0.1085
145,1,finetune_chexpert,180.71,19911.55,0.554216,5.073911425381466e-06,4.053694,594.3,0.1077
146,1,finetune_chexpert,180.91,19795.87,0.500319,5.103386676590993e-06,2.583077,602.4,0.1062
147,1,finetune_chexpert,181.12,19683.04,0.537043,5.132861927800521e-06,2.043052,549.2,0.1165
148,1,finetune_chexpert,181.32,19570.64,0.466958,5.1623371790100475e-06,2.012272,550.1,0.1163
149,1,finetune_chexpert,181.52,19458.92,0.541984,5.191812430219575e-06,2.424622,590.1,0.1085
150,1,finetune_chexpert,181.73,19350.17,0.452915,5.221287681429103e-06,2.44887,568.2,0.1126
151,1,finetune_chexpert,181.92,19241.82,0.468209,5.250762932638629e-06,2.432985,586.9,0.109
152,1,finetune_chexpert,182.13,19135.64,0.414994,5.280238183848156e-06,2.469422,566.1,0.113
153,1,finetune_chexpert,182.33,19029.89,0.440536,5.309713435057683e-06,2.391718,593.8,0.1078
154,1,finetune_chexpert,182.53,18926.51,0.449857,5.3391886862672096e-06,2.902243,576.6,0.111
155,1,finetune_chexpert,182.73,18824.01,0.492182,5.368663937476737e-06,2.844481,579.0,0.1105
156,1,finetune_chexpert,182.94,18723.03,0.470054,5.398139188686265e-06,3.186655,572.9,0.1117
157,1,finetune_chexpert,183.14,18623.12,0.492051,5.427614439895792e-06,2.692089,577.4,0.1108
158,1,finetune_chexpert,184.71,18662.58,0.479872,5.457089691105319e-06,2.372013,43.3,1.4775
159,1,finetune_chexpert,184.82,18555.47,0.467034,5.486564942314847e-06,2.245155,574.0,0.1115
160,1,finetune_chexpert,185.03,18458.94,0.48398,5.516040193524374e-06,2.360914,552.1,0.1159
161,1,finetune_chexpert,185.24,18364.01,0.462298,5.545515444733901e-06,2.52474,548.8,0.1166
162,1,finetune_chexpert,185.44,18269.18,0.515187,5.5749906959434285e-06,2.515653,579.1,0.1105
163,1,finetune_chexpert,185.64,18175.58,0.431637,5.604465947152956e-06,2.38711,585.2,0.1094
164,1,finetune_chexpert,185.84,18083.26,0.484175,5.633941198362484e-06,2.752282,584.3,0.1095
165,1,finetune_chexpert,186.05,17992.41,0.444214,5.66341644957201e-06,3.29615,566.1,0.1131
166,1,finetune_chexpert,186.24,17901.87,0.479824,5.692891700781537e-06,2.232123,588.2,0.1088
167,1,finetune_chexpert,186.45,17813.09,0.506791,5.722366951991065e-06,2.436348,572.1,0.1119
168,1,finetune_chexpert,186.65,17725.18,0.46348,5.751842203200592e-06,2.017282,570.1,0.1123
169,1,finetune_chexpert,186.87,17640.25,0.474421,5.781317454410119e-06,2.567809,481.6,0.1329
170,1,finetune_chexpert,187.07,17553.66,0.464287,5.8107927056196466e-06,2.177627,566.0,0.1131
171,1,finetune_chexpert,187.27,17469.11,0.452538,5.840267956829173e-06,2.679744,551.2,0.1161
172,1,finetune_chexpert,187.57,17393.58,0.525481,5.869743208038701e-06,2.957488,549.7,0.1164
173,1,finetune_chexpert,187.76,17309.85,0.516683,5.899218459248228e-06,2.156009,591.3,0.1082
174,1,finetune_chexpert,187.97,17228.59,0.459407,5.928693710457755e-06,2.144815,549.2,0.1165
175,1,finetune_chexpert,188.25,17154.49,0.487027,5.958168961667283e-06,3.046418,590.0,0.1085
176,1,finetune_chexpert,188.46,17074.7,0.500942,5.98764421287681e-06,2.070592,567.3,0.1128
177,1,finetune_chexpert,188.88,17015.28,0.493251,6.017119464086337e-06,2.41749,572.4,0.1118
178,1,finetune_chexpert,189.08,16936.84,0.481709,6.046594715295864e-06,2.50705,574.1,0.1115
179,1,finetune_chexpert,189.29,16859.25,0.460121,6.076069966505391e-06,2.199385,572.2,0.1119
180,1,finetune_chexpert,189.49,16782.42,0.439242,6.105545217714919e-06,2.367995,578.0,0.1107
181,1,finetune_chexpert,189.93,16727.4,0.501794,6.1350204689244465e-06,3.858771,587.3,0.109
182,1,finetune_chexpert,190.18,16656.08,0.526715,6.164495720133974e-06,2.351498,589.3,0.1086
183,1,finetune_chexpert,190.38,16582.09,0.459791,6.193970971343502e-06,2.284176,562.1,0.1139
184,1,finetune_chexpert,190.58,16508.16,0.522467,6.223446222553028e-06,2.735565,575.1,0.1113
185,1,finetune_chexpert,191.84,16526.06,0.488511,6.252921473762556e-06,2.700613,578.9,0.1106
186,1,finetune_chexpert,192.04,16453.3,0.473811,6.2823967249720836e-06,2.74516,587.1,0.109
187,1,finetune_chexpert,192.24,16381.69,0.455652,6.31187197618161e-06,2.450579,574.1,0.1115
188,1,finetune_chexpert,192.44,16310.53,0.431676,6.341347227391137e-06,2.38646,580.3,0.1103
189,1,finetune_chexpert,192.64,16240.27,0.484715,6.370822478600665e-06,3.368929,576.1,0.1111
190,1,finetune_chexpert,192.84,16170.44,0.469015,6.400297729810191e-06,1.839623,594.0,0.1077
191,1,finetune_chexpert,193.05,16101.71,0.46686,6.429772981019719e-06,1.820796,584.7,0.1094
192,1,finetune_chexpert,193.25,16033.67,0.492823,6.4592482322292465e-06,1.983565,580.5,0.1102
193,1,finetune_chexpert,193.45,15966.08,0.454512,6.488723483438774e-06,3.037833,593.9,0.1078
194,1,finetune_chexpert,193.65,15899.26,0.445455,6.518198734648302e-06,2.118999,600.6,0.1066
195,1,finetune_chexpert,193.86,15834.05,0.45398,6.547673985857829e-06,2.396843,551.2,0.1161
196,1,finetune_chexpert,194.05,15767.91,0.484861,6.577149237067357e-06,2.474069,603.6,0.106
197,1,finetune_chexpert,194.27,15704.32,0.52088,6.6066244882768835e-06,2.609078,532.5,0.1202
198,1,finetune_chexpert,194.46,15639.55,0.463558,6.636099739486411e-06,2.478295,575.3,0.1113
199,1,finetune_chexpert,194.66,15575.86,0.467996,6.665574990695938e-06,2.192144,595.5,0.1075
200,1,finetune_chexpert,194.87,15513.45,0.453798,6.695050241905465e-06,1.987082,572.1,0.1119
201,1,finetune_chexpert,195.08,15452.03,0.478279,6.724525493114992e-06,1.972937,578.3,0.1107
202,1,finetune_chexpert,195.28,15390.62,0.560275,6.754000744324519e-06,2.433326,569.2,0.1124
203,1,finetune_chexpert,195.49,15329.79,0.551834,6.7834759955340464e-06,3.202423,562.8,0.1137
204,1,finetune_chexpert,195.68,15269.02,0.464346,6.812951246743574e-06,2.298217,590.8,0.1083
205,1,finetune_chexpert,195.89,15209.28,0.520205,6.842426497953102e-06,3.354132,588.5,0.1088
206,1,finetune_chexpert,196.09,15149.99,0.442301,6.871901749162629e-06,2.027006,594.7,0.1076
207,1,finetune_chexpert,196.29,15091.32,0.451929,6.901377000372157e-06,2.329824,597.1,0.1072
208,1,finetune_chexpert,196.49,15033.64,0.501805,6.930852251581685e-06,2.171023,573.1,0.1117
209,1,finetune_chexpert,196.7,14976.28,0.450111,6.960327502791213e-06,2.327204,560.8,0.1141
210,1,finetune_chexpert,196.9,14919.6,0.449441,6.9898027540007395e-06,2.222726,543.0,0.1179
211,1,finetune_chexpert,197.1,14863.14,0.492532,7.019278005210266e-06,3.197231,552.9,0.1158
212,1,finetune_chexpert,197.31,14807.56,0.520044,7.048753256419793e-06,2.63635,536.8,0.1192
213,1,finetune_chexpert,197.5,14751.33,0.457739,7.07822850762932e-06,2.48873,594.2,0.1077
214,1,finetune_chexpert,197.85,14707.34,0.432058,7.107703758838846e-06,2.338757,576.5,0.111
215,1,finetune_chexpert,198.07,14654.17,0.446283,7.137179010048373e-06,2.932696,497.8,0.1286
216,1,finetune_chexpert,198.27,14600.11,0.5095,7.166654261257901e-06,3.89367,525.4,0.1218
217,1,finetune_chexpert,198.45,14545.72,0.471411,7.196129512467428e-06,2.508976,591.8,0.1081
218,1,finetune_chexpert,198.67,14493.47,0.429763,7.225604763676956e-06,2.121287,546.1,0.1172
219,1,finetune_chexpert,199.33,14474.98,0.451625,7.2550800148864834e-06,2.684466,583.2,0.1097
220,1,finetune_chexpert,199.54,14422.82,0.47789,7.284555266096011e-06,2.327991,587.6,0.1089
221,1,finetune_chexpert,199.75,14372.1,0.458238,7.314030517305539e-06,2.073743,561.4,0.114
222,1,finetune_chexpert,199.95,14320.9,0.49033,7.343505768515066e-06,2.849375,561.1,0.1141
223,1,finetune_chexpert,200.15,14269.73,0.503405,7.372981019724594e-06,3.189426,592.9,0.1079
224,1,finetune_chexpert,200.35,14219.62,0.488932,7.4024562709341205e-06,2.329392,584.0,0.1096
225,1,finetune_chexpert,200.85,14191.07,0.412822,7.431931522143647e-06,1.903126,589.5,0.1086
226,1,finetune_chexpert,201.05,14141.44,0.465413,7.461406773353175e-06,2.140492,597.1,0.1072
227,1,finetune_chexpert,201.26,14092.56,0.458383,7.490882024562702e-06,2.612907,580.6,0.1102
228,1,finetune_chexpert,201.46,14044.14,0.556863,7.520357275772229e-06,2.905631,569.5,0.1124
229,1,finetune_chexpert,201.66,13995.71,0.516158,7.549832526981757e-06,2.600774,589.7,0.1085
230,1,finetune_chexpert,201.86,13947.93,0.497533,7.579307778191285e-06,2.930275,591.9,0.1081
231,1,finetune_chexpert,202.23,13911.58,0.478441,7.608783029400813e-06,2.4787,580.7,0.1102
232,1,finetune_chexpert,202.43,13864.42,0.483871,7.63825828061034e-06,2.229239,595.1,0.1075
233,1,finetune_chexpert,202.63,13818.05,0.464321,7.667733531819866e-06,2.486761,574.3,0.1114
234,1,finetune_chexpert,202.83,13771.76,0.471783,7.697208783029395e-06,2.098071,580.3,0.1103
235,1,finetune_chexpert,203.04,13726.42,0.498233,7.726684034238923e-06,2.223307,551.9,0.116
236,1,finetune_chexpert,203.24,13681.08,0.490864,7.75615928544845e-06,2.186738,547.4,0.1169
237,1,finetune_chexpert,203.76,13657.25,0.498639,7.785634536657976e-06,1.874778,577.3,0.1109
238,1,finetune_chexpert,203.96,13612.47,0.436015,7.815109787867505e-06,2.199962,581.5,0.1101
239,1,finetune_chexpert,204.17,13568.21,0.437319,7.844585039077033e-06,3.034976,572.7,0.1118
240,1,finetune_chexpert,204.37,13523.88,0.466046,7.874060290286562e-06,2.361666,596.5,0.1073
241,1,finetune_chexpert,204.58,13480.86,0.451257,7.903535541496088e-06,2.448577,589.7,0.1085
242,1,finetune_chexpert,204.78,13437.69,0.526722,7.933010792705615e-06,2.437098,593.2,0.1079
243,1,finetune_chexpert,205.06,13400.05,0.436235,7.962486043915142e-06,2.922784,591.9,0.1081
244,1,finetune_chexpert,205.27,13357.56,0.507756,7.99196129512467e-06,3.068984,583.7,0.1096
245,1,finetune_chexpert,205.47,13315.6,0.488241,8.021436546334199e-06,2.3122,560.7,0.1141
246,1,finetune_chexpert,205.79,13280.97,0.46242,8.050911797543725e-06,2.356452,591.6,0.1082
247,1,finetune_chexpert,205.99,13239.39,0.52262,8.080387048753252e-06,2.454926,588.1,0.1088
248,1,finetune_chexpert,206.2,13198.15,0.480369,8.109862299962779e-06,3.444227,589.3,0.1086
249,1,finetune_chexpert,206.4,13157.25,0.453776,8.139337551172306e-06,2.687497,582.8,0.1098
250,1,finetune_chexpert,206.6,13116.8,0.448863,8.168812802381832e-06,2.189413,571.8,0.1119
251,1,finetune_chexpert,207.1,13094.92,0.511142,8.19828805359136e-06,2.966984,581.5,0.1101
252,1,finetune_chexpert,207.3,13055.19,0.483304,8.227763304800888e-06,3.160307,556.8,0.1149
253,1,finetune_chexpert,207.51,13015.49,0.428728,8.257238556010416e-06,3.493922,557.0,0.1149
254,1,finetune_chexpert,207.71,12975.97,0.417355,8.286713807219943e-06,1.752838,567.3,0.1128
255,1,finetune_chexpert,207.91,12937.16,0.508165,8.31618905842947e-06,2.177144,554.6,0.1154
256,1,finetune_chexpert,208.11,12898.19,0.451273,8.345664309638998e-06,2.344815,565.7,0.1131
257,1,finetune_chexpert,208.31,12859.43,0.450399,8.375139560848525e-06,2.122238,586.3,0.1092
258,1,finetune_chexpert,208.52,12821.63,0.522326,8.404614812058051e-06,2.669536,580.9,0.1102
259,1,finetune_chexpert,208.8,12788.54,0.463844,8.43409006326758e-06,2.057605,556.1,0.1151
260,1,finetune_chexpert,209.21,12763.53,0.483991,8.463565314477108e-06,2.327861,591.8,0.1081
261,1,finetune_chexpert,209.42,12726.58,0.504371,8.493040565686637e-06,2.952918,590.6,0.1084
262,1,finetune_chexpert,209.62,12689.4,0.478868,8.522515816896163e-06,3.019624,591.2,0.1082
263,1,finetune_chexpert,210.03,12664.71,0.494147,8.551991068105692e-06,2.511446,578.5,0.1106
264,1,finetune_chexpert,210.23,12627.95,0.500023,8.581466319315218e-06,1.931514,591.1,0.1083
265,1,finetune_chexpert,210.44,12592.11,0.496167,8.610941570524745e-06,2.721208,544.7,0.1175
266,1,finetune_chexpert,210.72,12560.97,0.495702,8.640416821734272e-06,2.77768,597.8,0.1071
