step,epoch,elapsed_sec,eta_sec,train_loss,lr,grad_norm,imgs_per_s,sec_per_step,true_imgs_per_s,data_wait_pct
29,1,79.06,43873.0,0.691009,2.4570687274352547e-08,3.353645,923.8,0.0693,934.3,1.0
30,1,79.19,42476.3,0.691018,2.500834435246714e-08,3.24818,949.9,0.0674,932.8,1.1
31,1,79.32,41171.1,0.691305,2.544600143058173e-08,2.820896,949.9,0.0674,931.4,1.1
32,1,79.45,39947.95,0.690634,2.588365850869632e-08,3.531824,927.1,0.069,930.9,1.2
33,1,79.6,38809.13,0.690869,2.632131558681091e-08,3.013634,706.5,0.0906,913.9,1.2
34,1,79.72,37719.58,0.690765,2.67589726649255e-08,2.976408,866.0,0.0739,907.7,1.3
35,1,79.85,36703.07,0.690437,2.7196629743040095e-08,3.204198,826.3,0.0774,899.3,1.3
36,1,79.98,35736.56,0.690803,2.763428682115469e-08,2.881902,938.3,0.0682,897.9,1.3
37,1,80.11,34825.09,0.690418,2.8071943899269287e-08,2.981815,954.1,0.0671,898.0,1.3
38,1,80.27,33977.24,0.690853,2.8509600977383877e-08,2.835388,618.4,0.1035,879.6,1.2
39,1,80.4,33157.11,0.690346,2.894725805549847e-08,3.010038,663.2,0.0965,861.7,1.2
40,1,80.51,32370.89,0.690322,2.9384915133613066e-08,2.892612,864.7,0.074,856.5,1.2
41,1,80.66,31637.37,0.689747,2.982257221172766e-08,3.141923,898.2,0.0713,852.6,1.2
42,1,80.79,30931.98,0.689731,3.026022928984226e-08,3.332107,873.7,0.0733,848.6,1.2
43,1,80.92,30258.78,0.689922,3.069788636795685e-08,2.979145,915.0,0.0699,851.4,1.2
44,1,81.06,29620.27,0.689536,3.1135543446071444e-08,3.071395,886.9,0.0722,848.0,1.3
45,1,81.19,29007.21,0.689819,3.157320052418604e-08,2.891365,919.4,0.0696,850.2,1.3
46,1,81.33,28421.49,0.68987,3.2010857602300636e-08,2.66281,884.2,0.0724,850.3,1.3
47,1,81.45,27859.24,0.689258,3.244851468041523e-08,3.039273,885.0,0.0723,847.8,1.2
48,1,81.59,27322.77,0.689364,3.288617175852983e-08,2.931454,866.8,0.0738,843.1,1.3
49,1,81.72,26804.79,0.689314,3.332382883664442e-08,2.911109,965.6,0.0663,844.0,1.4
50,1,81.86,26314.25,0.689018,3.376148591475901e-08,2.972781,755.7,0.0847,834.7,1.3
51,1,81.98,25833.77,0.688457,3.41991429928736e-08,3.156145,884.0,0.0724,832.1,1.3
52,1,82.11,25373.82,0.689102,3.4636800070988194e-08,2.640487,949.6,0.0674,833.3,1.3
53,1,82.23,24932.17,0.688906,3.507445714910279e-08,2.829915,966.8,0.0662,846.9,1.3
54,1,82.36,24507.49,0.688006,3.5512114227217386e-08,3.250067,946.4,0.0676,850.7,1.2
55,1,82.5,24100.29,0.688499,3.5949771305331976e-08,3.034632,848.8,0.0754,852.4,1.2
56,1,82.63,23706.87,0.68927,3.638742838344657e-08,2.497802,827.2,0.0774,847.1,1.2
57,1,82.78,23329.98,0.688047,3.682508546156116e-08,2.984908,702.9,0.0911,833.6,1.2
58,1,82.88,22955.98,0.688355,3.726274253967575e-08,2.840245,951.5,0.0673,853.1,1.3
59,1,83.01,22600.99,0.687915,3.770039961779034e-08,2.978547,946.0,0.0677,869.6,1.4
60,1,83.14,22257.55,0.687436,3.813805669590493e-08,2.981789,953.6,0.0671,873.7,1.4
61,1,83.28,21926.56,0.687162,3.857571377401952e-08,3.105711,962.0,0.0665,876.9,1.3
62,1,83.41,21604.59,0.6871,3.901337085213411e-08,2.972846,973.9,0.0657,881.2,1.4
63,1,83.54,21295.36,0.688148,3.9451027930248706e-08,2.557635,860.1,0.0744,878.1,1.4
64,1,83.67,20992.21,0.686566,3.98886850083633e-08,3.013086,929.6,0.0688,880.8,1.3
65,1,83.83,20707.55,0.685938,4.032634208647789e-08,3.269657,649.7,0.0985,863.4,1.3
66,1,83.94,20420.33,0.686508,4.076399916459249e-08,3.045729,834.2,0.0767,860.9,1.3
67,1,84.06,20143.17,0.686873,4.120165624270708e-08,2.817993,935.5,0.0684,863.5,1.3
68,1,84.19,19876.24,0.686383,4.163931332082167e-08,3.066056,933.8,0.0685,867.2,1.2
69,1,84.32,19617.68,0.687297,4.2076970398936256e-08,2.678921,897.9,0.0713,864.9,1.1
70,1,84.45,19365.13,0.686447,4.2514627477050846e-08,2.879624,952.7,0.0672,874.6,1.2
71,1,84.58,19121.97,0.68593,4.2952284555165435e-08,3.014138,866.1,0.0739,873.9,1.2
72,1,84.72,18885.59,0.686468,4.338994163328003e-08,2.675705,861.4,0.0743,869.4,1.2
73,1,84.85,18654.38,0.68503,4.382759871139462e-08,3.168337,864.6,0.074,864.6,1.3
74,1,84.99,18431.81,0.685703,4.426525578950921e-08,2.891552,748.8,0.0855,854.4,1.2
75,1,85.11,18209.44,0.685612,4.470291286762381e-08,2.689965,910.4,0.0703,857.0,1.3
76,1,85.24,17996.26,0.685688,4.5140569945738397e-08,2.905729,908.0,0.0705,861.0,1.3
77,1,85.38,17790.31,0.68405,4.5578227023852986e-08,3.222794,805.3,0.0795,867.8,1.3
78,1,85.5,17586.96,0.686177,4.6015884101967576e-08,2.522274,862.0,0.0742,864.3,1.2
79,1,85.63,17388.74,0.685839,4.645354118008217e-08,2.589113,923.3,0.0693,863.7,1.2
80,1,85.79,17202.17,0.685683,4.689119825819677e-08,2.749036,660.9,0.0968,846.9,1.1
81,1,85.93,17016.75,0.684044,4.732885533631136e-08,2.968894,663.1,0.0965,830.3,1.1
82,1,86.05,16832.77,0.684517,4.7766512414425954e-08,2.73561,714.0,0.0896,817.7,1.1
83,1,86.17,16652.36,0.685059,4.8204169492540544e-08,2.693251,788.7,0.0812,814.4,1.1
84,1,86.31,16479.21,0.684473,4.864182657065514e-08,2.564602,767.7,0.0834,806.9,1.1
85,1,86.43,16307.34,0.683794,4.907948364876973e-08,2.848211,858.5,0.0745,819.5,1.0
86,1,86.57,16142.04,0.683179,4.951714072688432e-08,3.012093,844.0,0.0758,820.2,1.0
87,1,86.71,15981.2,0.681951,4.9954797804998915e-08,3.088109,760.8,0.0841,812.0,1.0
88,1,86.85,15823.79,0.683054,5.039245488311351e-08,2.772099,702.5,0.0911,800.6,1.0
89,1,86.99,15670.16,0.68497,5.08301119612281e-08,2.358923,658.3,0.0972,787.6,1.0
90,1,87.11,15517.34,0.683478,5.126776903934269e-08,2.732512,742.9,0.0862,778.8,0.9
91,1,87.22,15365.7,0.684079,5.170542611745728e-08,2.659155,931.6,0.0687,781.2,1.0
92,1,87.38,15225.27,0.683117,5.2143083195571876e-08,2.809568,653.2,0.098,770.6,0.9
93,1,87.5,15081.26,0.682978,5.2580740273686466e-08,2.641206,753.3,0.085,765.5,0.9
94,1,87.65,14945.24,0.682293,5.3018397351801056e-08,2.669588,653.9,0.0979,759.5,0.9
95,1,87.77,14806.61,0.681439,5.3456054429915645e-08,2.829693,876.4,0.073,757.9,1.0
96,1,87.91,14674.93,0.678846,5.389371150803024e-08,3.233529,779.4,0.0821,752.5,1.0
97,1,88.03,14543.15,0.680316,5.433136858614484e-08,3.131402,891.0,0.0718,755.6,1.0
98,1,88.16,14415.21,0.684494,5.476902566425943e-08,2.226166,927.3,0.069,757.7,1.1
99,1,88.31,14292.2,0.681107,5.5206682742374023e-08,2.612389,751.5,0.0852,750.7,1.0
100,1,88.45,14170.97,0.681053,5.564433982048862e-08,2.730866,702.9,0.0911,753.2,1.1
101,1,88.56,14047.3,0.681334,5.6081996898603216e-08,2.755258,975.3,0.0656,767.2,1.1
102,1,88.69,13928.87,0.680666,5.6519653976717805e-08,2.763503,980.0,0.0653,778.5,1.1
103,1,88.82,13813.0,0.679203,5.69573110548324e-08,2.962741,953.9,0.0671,785.3,1.1
104,1,88.96,13701.42,0.679233,5.7394968132947e-08,2.899904,782.0,0.0818,785.8,1.1
105,1,89.08,13587.86,0.67721,5.783262521106159e-08,3.194912,947.4,0.0676,789.1,1.1
106,1,89.21,13478.4,0.680319,5.827028228917618e-08,2.637107,967.3,0.0662,794.1,1.1
107,1,89.37,13376.24,0.677443,5.8707939367290766e-08,2.956354,630.9,0.1014,785.8,1.1
108,1,89.49,13268.98,0.678317,5.914559644540536e-08,2.958792,722.1,0.0886,787.2,1.1
109,1,89.61,13164.42,0.676772,5.958325352351995e-08,3.037575,800.6,0.0799,795.7,1.1
110,1,89.73,13062.07,0.678424,6.002091060163454e-08,2.708863,868.8,0.0737,802.2,1.0
111,1,89.86,12962.32,0.675586,6.045856767974913e-08,3.017924,885.4,0.0723,800.5,1.0
112,1,90.0,12864.49,0.679293,6.089622475786372e-08,2.669369,910.3,0.0703,814.6,1.0
113,1,90.13,12769.39,0.678497,6.133388183597831e-08,2.84133,817.3,0.0783,818.0,1.1
114,1,90.26,12674.57,0.675796,6.17715389140929e-08,2.914418,856.4,0.0747,830.4,1.1
115,1,90.39,12581.18,0.677625,6.220919599220749e-08,2.755105,893.7,0.0716,831.8,1.0
116,1,90.52,12489.96,0.676803,6.264685307032208e-08,2.849075,903.5,0.0708,838.0,1.0
117,1,90.65,12400.39,0.675669,6.308451014843667e-08,2.927053,902.6,0.0709,839.0,0.9
118,1,90.78,12312.14,0.675588,6.352216722655126e-08,3.04038,900.8,0.071,837.7,1.0
119,1,90.91,12224.82,0.674246,6.395982430466585e-08,2.886297,963.1,0.0664,847.9,1.0
120,1,91.05,12141.08,0.674458,6.439748138278045e-08,2.939299,821.7,0.0779,855.6,1.0
121,1,91.19,12058.44,0.675619,6.483513846089504e-08,2.698075,891.2,0.0718,851.9,1.0
122,1,91.32,11975.81,0.672103,6.527279553900963e-08,3.070979,926.0,0.0691,849.5,1.0
123,1,91.46,11896.24,0.676199,6.571045261712422e-08,2.522732,780.3,0.082,840.8,1.0
124,1,91.58,11815.76,0.675159,6.614810969523882e-08,2.70859,934.5,0.0685,848.0,1.1
125,1,91.71,11736.98,0.673002,6.658576677335341e-08,3.05386,945.1,0.0677,848.4,1.0
126,1,91.85,11660.73,0.675867,6.7023423851468e-08,2.476436,904.4,0.0708,845.1,1.1
127,1,91.99,11585.85,0.673911,6.746108092958259e-08,2.779427,820.2,0.078,858.5,1.1
128,1,92.11,11509.9,0.670921,6.789873800769718e-08,3.024996,928.5,0.0689,869.3,1.2
129,1,92.25,11436.97,0.674855,6.833639508581178e-08,2.570242,852.6,0.0751,872.9,1.1
130,1,92.38,11364.47,0.674016,6.877405216392639e-08,2.701435,848.2,0.0755,871.6,1.1
131,1,92.51,11293.05,0.672683,6.921170924204098e-08,2.693143,833.1,0.0768,869.1,1.1
132,1,92.64,11222.39,0.670428,6.964936632015557e-08,2.883958,888.3,0.072,867.8,1.2
133,1,92.78,11153.92,0.669844,7.008702339827017e-08,2.839303,792.0,0.0808,866.6,1.1
134,1,92.91,11085.95,0.671193,7.052468047638476e-08,2.478329,800.3,0.08,863.9,1.1
135,1,93.05,11018.96,0.668689,7.096233755449936e-08,2.93608,805.4,0.0795,859.2,1.1
136,1,93.17,10951.51,0.668841,7.139999463261396e-08,2.898416,950.0,0.0674,861.5,1.0
137,1,93.31,10887.4,0.671449,7.183765171072855e-08,2.577005,816.0,0.0784,856.7,1.1
138,1,93.43,10821.62,0.673939,7.227530878884314e-08,2.290427,937.1,0.0683,858.6,1.1
139,1,93.56,10758.43,0.66921,7.271296586695773e-08,2.600049,892.1,0.0717,855.2,1.1
140,1,93.7,10696.56,0.666255,7.315062294507232e-08,2.923379,832.1,0.0769,854.8,1.2
141,1,93.85,10636.68,0.667363,7.358828002318691e-08,3.013336,911.9,0.0702,855.2,1.3
142,1,93.97,10575.39,0.670642,7.40259371013015e-08,2.559551,984.8,0.065,858.0,1.2
143,1,94.1,10515.27,0.665596,7.44635941794161e-08,2.888265,962.2,0.0665,867.3,1.2
144,1,94.75,10513.52,0.66632,7.49012512575307e-08,2.703063,933.7,0.0685,642.4,26.8
145,1,94.89,10455.73,0.670942,7.533890833564528e-08,2.575696,801.1,0.0799,638.3,26.7
146,1,95.01,10396.69,0.666251,7.577656541375987e-08,2.872585,940.0,0.0681,639.4,26.7
147,1,95.15,10340.0,0.668457,7.621422249187448e-08,2.532635,870.7,0.0735,640.5,26.8
148,1,95.27,10283.25,0.662277,7.665187956998907e-08,2.98143,900.2,0.0711,639.9,26.8
149,1,95.88,10278.54,0.668664,7.708953664810365e-08,2.354416,700.9,0.0913,519.4,39.9
150,1,95.99,10221.33,0.661554,7.752719372621826e-08,2.860238,863.8,0.0741,519.7,39.9
151,1,96.12,10166.68,0.665135,7.796485080433285e-08,2.638173,860.6,0.0744,520.2,39.9
152,1,96.26,10113.93,0.657931,7.840250788244744e-08,3.039373,947.6,0.0675,521.0,40.0
153,1,96.4,10061.44,0.659159,7.884016496056203e-08,3.03432,874.2,0.0732,522.5,40.2
154,1,96.53,10008.8,0.657583,7.927782203867662e-08,3.075779,914.3,0.07,524.8,40.3
155,1,96.68,9959.0,0.663173,7.971547911679122e-08,2.574692,725.6,0.0882,522.8,40.2
156,1,96.79,9905.81,0.660896,8.015313619490582e-08,2.815887,958.0,0.0668,522.9,40.2
157,1,96.92,9855.98,0.663575,8.059079327302042e-08,2.612668,901.2,0.071,524.7,40.3
158,1,97.09,9809.66,0.660031,8.102845035113501e-08,2.665523,608.3,0.1052,516.7,39.7
159,1,97.2,9758.43,0.658787,8.146610742924962e-08,2.90927,862.0,0.0742,516.1,39.7
160,1,97.33,9710.12,0.656889,8.19037645073642e-08,2.95158,838.7,0.0763,516.6,39.7
161,1,97.47,9662.7,0.660709,8.23414215854788e-08,2.713287,941.4,0.068,517.3,39.7
162,1,97.6,9615.48,0.661618,8.27790786635934e-08,2.451449,906.6,0.0706,516.0,39.6
163,1,97.73,9568.4,0.652416,8.3216735741708e-08,2.948465,941.3,0.068,515.7,39.6
164,1,97.87,9522.87,0.657976,8.365439281982259e-08,2.74457,845.7,0.0757,649.2,23.6
165,1,98.0,9477.82,0.656556,8.409204989793718e-08,2.755293,790.9,0.0809,648.9,23.5
166,1,98.5,9467.97,0.659875,8.452970697605177e-08,2.497096,908.0,0.0705,545.0,35.7
167,1,98.63,9423.07,0.658812,8.496736405416637e-08,2.635573,905.2,0.0707,545.8,35.7
168,1,98.76,9378.76,0.658509,8.540502113228098e-08,2.488325,927.6,0.069,546.4,35.7
169,1,98.89,9334.79,0.652309,8.584267821039557e-08,2.855327,934.4,0.0685,683.4,20.8
170,1,99.02,9291.5,0.655802,8.628033528851016e-08,2.529824,946.3,0.0676,685.7,20.9
171,1,99.97,9324.97,0.650857,8.671799236662474e-08,2.816974,860.7,0.0744,478.0,44.9
172,1,100.1,9282.51,0.659253,8.715564944473935e-08,2.407215,837.5,0.0764,476.7,44.7
173,1,100.24,9241.41,0.658914,8.759330652285394e-08,2.46782,720.5,0.0888,474.0,44.4
174,1,100.39,9201.14,0.651062,8.803096360096853e-08,2.627584,622.2,0.1029,468.3,43.9
175,1,100.49,9156.82,0.65617,8.846862067908312e-08,2.32056,922.0,0.0694,471.6,44.2
176,1,100.89,9141.11,0.655401,8.89062777571977e-08,2.44605,882.7,0.0725,429.0,49.0
177,1,101.02,9100.32,0.652417,8.93439348353123e-08,2.397262,966.5,0.0662,429.6,49.1
178,1,101.15,9060.69,0.651952,8.978159191342689e-08,2.580189,933.6,0.0686,435.0,49.7
179,1,101.31,9023.01,0.653058,9.021924899154149e-08,2.365035,716.5,0.0893,432.9,49.5
180,1,101.42,8982.49,0.645246,9.065690606965608e-08,2.723417,870.8,0.0735,433.3,49.5
181,1,101.59,8947.49,0.654493,9.109456314777068e-08,2.526094,638.2,0.1003,428.4,49.0
182,1,101.69,8906.62,0.648825,9.153222022588528e-08,2.491218,933.9,0.0685,428.8,49.0
183,1,101.84,8870.43,0.648126,9.196987730399987e-08,2.570862,735.0,0.0871,426.1,48.7
184,1,101.96,8831.33,0.649647,9.240753438211446e-08,2.465949,954.4,0.0671,427.3,48.9
185,1,102.11,8795.98,0.645388,9.284519146022907e-08,2.704924,738.4,0.0867,426.5,48.8
186,1,102.22,8758.07,0.648558,9.328284853834365e-08,2.585761,904.7,0.0707,487.1,41.5
187,1,102.36,8722.22,0.650688,9.372050561645824e-08,2.440444,840.2,0.0762,486.1,41.4
188,1,102.48,8686.06,0.643213,9.415816269457283e-08,2.796943,894.3,0.0716,485.6,41.3
189,1,102.61,8650.35,0.650507,9.459581977268742e-08,2.345437,935.8,0.0684,485.8,41.3
190,1,102.74,8615.44,0.646427,9.503347685080201e-08,2.42267,899.4,0.0712,485.0,41.3
191,1,102.87,8580.6,0.649125,9.547113392891662e-08,2.35759,909.4,0.0704,701.7,15.3
192,1,103.01,8546.55,0.645626,9.59087910070312e-08,2.404079,860.4,0.0744,702.4,15.3
193,1,103.56,8547.27,0.639077,9.634644808514581e-08,2.757454,910.0,0.0703,574.1,31.6
194,1,103.71,8514.87,0.638842,9.678410516326041e-08,2.568777,712.0,0.0899,577.5,31.8
195,1,103.82,8479.74,0.632554,9.7221762241375e-08,2.925376,901.6,0.071,576.9,31.8
196,1,103.95,8446.87,0.649011,9.765941931948959e-08,2.370122,860.9,0.0743,654.0,22.6
197,1,104.08,8413.49,0.646665,9.809707639760418e-08,2.161388,941.2,0.068,653.2,22.6
198,1,105.36,8473.49,0.637174,9.853473347571878e-08,2.503445,671.0,0.0954,411.6,50.4
199,1,105.47,8439.03,0.63662,9.897239055383337e-08,2.425917,910.0,0.0703,414.2,50.7
200,1,105.62,8408.6,0.631585,9.941004763194798e-08,2.723013,691.6,0.0925,411.7,50.3
201,1,105.75,8376.08,0.641076,9.984770471006256e-08,2.280152,957.9,0.0668,416.1,50.9
202,1,105.88,8344.64,0.642881,1.0028536178817715e-07,2.22828,909.0,0.0704,415.8,50.9
203,1,106.02,8313.65,0.644351,1.0072301886629176e-07,2.372674,871.6,0.0734,417.5,51.1
204,1,106.15,8283.03,0.637778,1.0116067594440635e-07,2.508173,817.2,0.0783,416.0,50.9
205,1,106.3,8253.36,0.640987,1.0159833302252094e-07,2.209307,694.5,0.0922,415.2,50.8
206,1,106.42,8222.58,0.639478,1.0203599010063553e-07,2.123553,744.3,0.086,413.2,50.6
207,1,106.54,8191.53,0.634937,1.0247364717875013e-07,2.343813,889.8,0.0719,413.8,50.6
208,1,106.67,8161.51,0.638963,1.0291130425686473e-07,2.313892,921.5,0.0695,414.0,50.7
209,1,106.81,8132.63,0.636963,1.0334896133497933e-07,2.237727,824.5,0.0776,412.8,50.5
210,1,106.95,8103.49,0.622688,1.0378661841309391e-07,2.698511,879.0,0.0728,412.6,50.5
211,1,107.1,8076.08,0.637103,1.0422427549120849e-07,2.419318,677.2,0.0945,409.4,50.1
212,1,107.21,8045.91,0.641284,1.0466193256932308e-07,1.875625,863.5,0.0741,409.4,50.1
213,1,107.35,8017.65,0.626657,1.0509958964743767e-07,2.412264,897.1,0.0713,473.6,42.3
214,1,107.49,7990.2,0.624953,1.0553724672555226e-07,2.507129,812.7,0.0787,475.5,42.4
215,1,107.72,7970.0,0.619144,1.0597490380366685e-07,2.605034,943.7,0.0678,457.2,44.8
216,1,107.86,7942.5,0.634935,1.0641256088178144e-07,2.121734,901.7,0.071,457.7,44.8
217,1,107.99,7915.1,0.62604,1.0685021795989604e-07,2.42936,891.5,0.0718,457.2,44.8
218,1,108.12,7887.61,0.618929,1.0728787503801064e-07,2.428974,925.8,0.0691,776.0,7.8
219,1,108.25,7860.97,0.623203,1.0772553211612523e-07,2.359764,894.0,0.0716,775.2,7.9
220,1,109.13,7888.31,0.63372,1.0816318919423983e-07,2.303077,870.8,0.0735,539.2,36.7
221,1,109.29,7863.09,0.619361,1.0860084627235442e-07,2.365573,854.8,0.0749,537.5,36.6
222,1,109.41,7836.24,0.628533,1.0903850335046901e-07,2.207647,924.5,0.0692,538.0,36.6
223,1,109.56,7811.52,0.62145,1.0947616042858362e-07,2.464212,699.4,0.0915,534.1,36.3
224,1,109.68,7784.52,0.621662,1.0991381750669819e-07,2.276539,870.6,0.0735,535.0,36.4
225,1,109.81,7758.24,0.617329,1.1035147458481278e-07,2.291283,972.7,0.0658,540.9,36.8
226,1,109.94,7732.5,0.61711,1.1078913166292738e-07,2.380906,968.7,0.0661,545.4,37.1
227,1,110.07,7707.26,0.619732,1.1122678874104199e-07,2.226809,905.8,0.0707,545.6,37.1
228,1,110.21,7682.47,0.626853,1.1166444581915658e-07,1.974684,836.7,0.0765,544.3,37.0
229,1,110.34,7657.5,0.628888,1.1210210289727117e-07,1.933042,858.8,0.0745,545.0,37.0
230,1,110.48,7633.73,0.621215,1.1253975997538577e-07,2.172859,752.5,0.085,542.1,36.8
231,1,110.62,7610.1,0.619878,1.1297741705350036e-07,2.074129,659.2,0.0971,541.3,36.8
232,1,110.73,7583.82,0.618261,1.1341507413161495e-07,2.165,930.8,0.0688,542.6,36.9
233,1,110.87,7560.6,0.621263,1.1385273120972954e-07,2.138252,780.4,0.082,540.4,36.7
234,1,111.0,7536.89,0.620028,1.1429038828784414e-07,2.125561,810.7,0.0789,540.2,36.7
235,1,111.13,7512.81,0.624238,1.1472804536595874e-07,1.868628,869.0,0.0737,565.4,33.5
236,1,111.26,7489.12,0.62961,1.1516570244407333e-07,1.872818,895.7,0.0714,565.4,33.5
237,1,111.84,7496.4,0.626019,1.1560335952218792e-07,1.884416,851.0,0.0752,471.0,44.5
238,1,111.99,7474.19,0.616432,1.1604101660030253e-07,2.124486,756.2,0.0846,468.4,44.2
239,1,112.13,7451.4,0.600806,1.1647867367841713e-07,2.312028,732.4,0.0874,465.8,43.9
240,1,112.27,7429.65,0.612009,1.1691633075653173e-07,2.06127,658.3,0.0972,630.4,23.0
241,1,112.4,7406.48,0.614375,1.1735398783464632e-07,2.215054,896.5,0.0714,631.6,23.0
242,1,113.4,7441.44,0.616889,1.1779164491276091e-07,2.030209,794.2,0.0806,441.0,45.8
243,1,113.54,7419.06,0.611617,1.182293019908755e-07,2.137305,832.4,0.0769,443.2,46.1
244,1,113.68,7397.36,0.611062,1.186669590689901e-07,2.216003,767.5,0.0834,441.7,45.9
245,1,113.81,7375.14,0.61642,1.191046161471047e-07,1.903122,871.7,0.0734,440.5,45.8
246,1,113.94,7353.23,0.609431,1.195422732252193e-07,2.066533,879.3,0.0728,439.4,45.7
247,1,114.12,7334.49,0.623983,1.1997993030333388e-07,1.701696,559.0,0.1145,432.7,45.1
248,1,114.24,7312.19,0.614598,1.2041758738144847e-07,1.868942,707.6,0.0904,430.5,44.9
249,1,114.35,7289.54,0.604497,1.2085524445956306e-07,2.14809,932.1,0.0687,431.4,45.0
250,1,114.5,7269.44,0.601336,1.2129290153767765e-07,2.113634,725.8,0.0882,431.0,44.9
251,1,114.61,7247.13,0.60895,1.2173055861579224e-07,1.937624,934.5,0.0685,435.4,45.3
252,1,114.75,7226.31,0.589971,1.2216821569390683e-07,2.317008,895.4,0.0715,435.0,45.3
253,1,114.88,7205.91,0.587174,1.2260587277202145e-07,2.483433,831.0,0.077,435.6,45.4
254,1,115.02,7185.43,0.59352,1.2304352985013604e-07,2.185228,818.3,0.0782,435.7,45.4
255,1,115.14,7164.29,0.611763,1.2348118692825063e-07,1.766572,956.4,0.0669,436.8,45.5
256,1,115.27,7143.79,0.594764,1.2391884400636522e-07,2.073259,964.0,0.0664,437.5,45.5
257,1,115.4,7123.86,0.613082,1.243565010844798e-07,1.728675,886.0,0.0722,517.7,35.7
258,1,115.53,7103.52,0.613306,1.247941581625944e-07,1.863485,945.3,0.0677,521.2,35.9
259,1,115.86,7096.33,0.606994,1.25231815240709e-07,1.837599,860.6,0.0744,484.3,41.0
260,1,116.02,7078.18,0.611597,1.2566947231882363e-07,1.798686,632.5,0.1012,483.5,40.9
261,1,116.16,7059.04,0.610419,1.2610712939693824e-07,1.765264,659.9,0.097,478.8,40.5
262,1,116.29,7039.35,0.581969,1.2654478647505283e-07,2.198087,738.4,0.0867,705.1,12.1
263,1,116.43,7020.94,0.603898,1.2698244355316745e-07,1.707594,638.7,0.1002,696.3,11.9
264,1,117.2,7040.0,0.606799,1.2742010063128204e-07,1.676266,788.0,0.0812,516.0,34.8
265,1,117.34,7021.35,0.599033,1.2785775770939663e-07,1.853969,858.8,0.0745,515.9,34.8
266,1,117.47,7002.39,0.596468,1.2829541478751122e-07,1.826184,875.4,0.0731,515.9,34.8
267,1,117.62,6984.31,0.601647,1.2873307186562583e-07,1.685001,744.6,0.0859,522.0,35.2
268,1,117.75,6965.53,0.620481,1.2917072894374042e-07,1.668818,834.7,0.0767,525.1,35.3
269,1,117.87,6946.56,0.58868,1.2960838602185504e-07,1.894887,909.8,0.0703,524.8,35.3
270,1,118.0,6928.03,0.588705,1.3004604309996963e-07,1.845611,910.8,0.0703,528.6,35.6
